id_escola,codigo_inep,nome_canonico,assessora_vinculo_administrativo,assessora_gerencial_2025,assessora_gerencial_2026,ano_escolar,componente,pertence_universo_avaliativo_2025,pertence_universo_avaliativo_2026,previstos_2025,avaliados_2025,taxa_participacao_2025,proficiencia_media_2025,pct_defasagem_2025,pct_adequado_2025,previstos_2026,avaliados_2026,taxa_participacao_2026,proficiencia_media_2026,pct_defasagem_2026,pct_adequado_2026,delta_participacao,delta_proficiencia,variacao_relativa_previstos,alerta_composicao_serie,observacao_composicao
ESC_002,43105505,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,,clarissa,2,Língua Portuguesa,TRUE,TRUE,88,69,78.4090909090909,65.71014492753623,21.92753623188406,47.98550724637681,81,74,91.35802469135804,38.08108108108108,47,16.243243243243242,12.94893378226712,-27.629063846455153,-7.954545454545454,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_002,43105505,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,,clarissa,3,Língua Portuguesa,TRUE,TRUE,97,77,79.38144329896907,53.11688311688312,33.5974025974026,32.4025974025974,98,82,83.6734693877551,43.74390243902439,36.48780487804878,28.914634146341463,4.292026088786031,-9.372980677858727,1.0309278350515465,FALSE,Sem alerta principal de composição
ESC_002,43105505,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,,clarissa,4,Língua Portuguesa,TRUE,TRUE,99,80,80.8080808080808,56.5875,36.2875,47.775,92,81,88.04347826086956,57.44444444444444,31.061728395061728,46.13580246913581,7.23539745278876,0.8569444444444443,-7.070707070707071,FALSE,Sem alerta principal de composição
ESC_002,43105505,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,,clarissa,5,Língua Portuguesa,TRUE,TRUE,82,62,75.60975609756098,64.30645161290323,19.387096774193548,57.854838709677416,99,90,90.9090909090909,60.71111111111111,27.38888888888889,49.08888888888889,15.299334811529931,-3.5953405017921227,20.73170731707317,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_003,43105440,EMEF AFONSO GUERREIRO LIMA,graziela,,graziela,1,Língua Portuguesa,TRUE,TRUE,87,64,73.5632183908046,52.9375,28,40.828125,94,77,81.91489361702128,14.48051948051948,81.6103896103896,4.48051948051948,8.351675226216685,-38.45698051948052,8.045977011494253,FALSE,Sem alerta principal de composição
ESC_003,43105440,EMEF AFONSO GUERREIRO LIMA,graziela,,graziela,2,Língua Portuguesa,TRUE,TRUE,97,74,76.28865979381443,70.14864864864865,18.93243243243243,55.472972972972975,81,73,90.12345679012346,47.83561643835616,39.917808219178085,33.082191780821915,13.834796996309024,-22.313032210292484,-16.49484536082474,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_003,43105440,EMEF AFONSO GUERREIRO LIMA,graziela,,graziela,3,Língua Portuguesa,TRUE,TRUE,121,97,80.16528925619835,53.28865979381443,34.75257731958763,34.91752577319588,120,94,78.33333333333333,56.702127659574465,23.48936170212766,44.712765957446805,-1.8319559228650208,3.4134678657600332,-0.8264462809917356,FALSE,Sem alerta principal de composição
ESC_003,43105440,EMEF AFONSO GUERREIRO LIMA,graziela,,graziela,4,Língua Portuguesa,TRUE,TRUE,131,109,83.20610687022901,68.1743119266055,19.24770642201835,56.03669724770642,108,94,87.03703703703704,62.07446808510638,22.79787234042553,48.53191489361702,3.830930166808031,-6.099843841499116,-17.557251908396946,FALSE,Sem alerta principal de composição
ESC_003,43105440,EMEF AFONSO GUERREIRO LIMA,graziela,,graziela,5,Língua Portuguesa,TRUE,TRUE,81,69,85.18518518518519,60.10144927536232,23.26086956521739,55.18840579710145,117,105,89.74358974358974,66.44761904761904,15.904761904761903,50.00952380952381,4.558404558404547,6.346169772256722,44.44444444444444,TRUE,Mudança relevante no número de estudantes previstos
ESC_004,43105459,EMEF AMERICA,nathalia,,nathalia,1,Língua Portuguesa,TRUE,TRUE,47,38,80.85106382978724,26.05263157894737,55.473684210526315,2.6315789473684212,38,35,92.10526315789474,30.02857142857143,55.857142857142854,11.571428571428571,11.254199328107504,3.9759398496240586,-19.148936170212767,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_004,43105459,EMEF AMERICA,nathalia,,nathalia,2,Língua Portuguesa,TRUE,TRUE,52,44,84.61538461538461,53.18181818181818,31.90909090909091,33.90909090909091,42,37,88.0952380952381,51.51351351351352,30.35135135135135,27.7027027027027,3.479853479853489,-1.668304668304664,-19.23076923076923,FALSE,Sem alerta principal de composição
ESC_004,43105459,EMEF AMERICA,nathalia,,nathalia,3,Língua Portuguesa,TRUE,TRUE,57,43,75.43859649122807,75.53488372093024,11.604651162790695,65,50,40,80,50.475,36.2,43.575,4.561403508771932,-25.059883720930237,-12.280701754385966,FALSE,Sem alerta principal de composição
ESC_004,43105459,EMEF AMERICA,nathalia,,nathalia,4,Língua Portuguesa,TRUE,TRUE,53,44,83.01886792452831,61,20.636363636363637,34.04545454545455,53,48,90.56603773584904,67.35416666666667,14.5625,54.229166666666664,7.547169811320742,6.354166666666671,0,FALSE,Sem alerta principal de composição
ESC_004,43105459,EMEF AMERICA,nathalia,,nathalia,5,Língua Portuguesa,TRUE,TRUE,54,46,85.18518518518519,53.34782608695652,30.47826086956522,36.869565217391305,46,44,95.65217391304348,53.84090909090909,20.431818181818183,27.454545454545453,10.466988727858292,0.4930830039525702,-14.814814814814817,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_005,43105467,EMEF ARAMY SILVA,priscila,,priscila,1,Língua Portuguesa,TRUE,TRUE,83,64,77.10843373493977,75.3125,15.578125,68.5625,83,69,83.13253012048193,25.55072463768116,66.52173913043478,11.405797101449275,6.024096385542165,-49.76177536231884,0,FALSE,Sem alerta principal de composição
ESC_005,43105467,EMEF ARAMY SILVA,priscila,,priscila,2,Língua Portuguesa,TRUE,TRUE,82,59,71.95121951219512,63.016949152542374,25.305084745762713,49.25423728813559,78,69,88.46153846153847,49.53623188405797,41.2463768115942,31.82608695652174,16.510318949343343,-13.480717268484405,-4.878048780487805,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_005,43105467,EMEF ARAMY SILVA,priscila,,priscila,3,Língua Portuguesa,TRUE,TRUE,90,65,72.22222222222223,40.01538461538462,55.43076923076923,27.815384615384616,99,79,79.79797979797979,52.58227848101266,29.253164556962027,42.620253164556956,7.575757575757564,12.56689386562804,10,FALSE,Sem alerta principal de composição
ESC_005,43105467,EMEF ARAMY SILVA,priscila,,priscila,4,Língua Portuguesa,TRUE,TRUE,95,78,82.10526315789474,70.14102564102564,23.46153846153846,61.73076923076923,62,59,95.16129032258064,58.186440677966104,24.694915254237287,40.728813559322035,13.0560271646859,-11.954584963059531,-34.73684210526316,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_005,43105467,EMEF ARAMY SILVA,priscila,,priscila,5,Língua Portuguesa,TRUE,TRUE,90,77,85.55555555555556,73.32467532467533,12.03896103896104,65.05194805194805,91,87,95.6043956043956,64.70114942528735,21.379310344827587,47.67816091954023,10.048840048840049,-8.623525899387971,1.1111111111111112,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_006,43173713,EMEF CAMPOS DO CRISTAL,andreia,,andreia,1,Língua Portuguesa,TRUE,TRUE,38,32,84.21052631578948,66.125,15.46875,50.375,45,45,100,47.06666666666667,23.066666666666663,23.133333333333333,15.78947368421052,-19.05833333333333,18.42105263157895,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_006,43173713,EMEF CAMPOS DO CRISTAL,andreia,,andreia,2,Língua Portuguesa,TRUE,TRUE,50,43,86,59.58139534883721,34.86046511627907,51.04651162790697,33,32,96.96969696969695,56.375,21.75,39.1875,10.969696969696969,-3.206395348837212,-34,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_006,43173713,EMEF CAMPOS DO CRISTAL,andreia,,andreia,3,Língua Portuguesa,TRUE,TRUE,54,47,87.03703703703704,52.53191489361702,31.893617021276597,40.191489361702125,52,49,94.23076923076924,70.63265306122449,12.346938775510203,61.734693877551024,7.193732193732188,18.100738167607467,-3.703703703703704,FALSE,Sem alerta principal de composição
ESC_006,43173713,EMEF CAMPOS DO CRISTAL,andreia,,andreia,4,Língua Portuguesa,TRUE,TRUE,56,51,91.07142857142856,68.13725490196079,13.96078431372549,51.21568627450981,45,42,93.33333333333331,71.5,14,57,2.261904761904759,3.3627450980392126,-19.642857142857142,FALSE,Sem alerta principal de composição
ESC_006,43173713,EMEF CAMPOS DO CRISTAL,andreia,,andreia,5,Língua Portuguesa,TRUE,TRUE,52,47,90.3846153846154,73.68085106382979,10.74468085106383,66.2127659574468,55,52,94.54545454545456,73.03846153846153,8.26923076923077,51.92307692307692,4.16083916083916,-0.6423895253682588,5.769230769230769,FALSE,Sem alerta principal de composição
ESC_007,43187560,EMEF CHAPEU DO SOL,ruti,,ruti,1,Língua Portuguesa,TRUE,TRUE,114,77,67.54385964912281,45.285714285714285,42.714285714285715,32.467532467532465,95,81,85.26315789473684,13.77777777777778,84.18518518518519,7.802469135802469,17.719298245614027,-31.507936507936503,-16.666666666666668,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_007,43187560,EMEF CHAPEU DO SOL,ruti,,ruti,2,Língua Portuguesa,TRUE,TRUE,98,74,75.51020408163265,56.48648648648648,37.71621621621622,41.891891891891895,111,97,87.38738738738739,58.88659793814433,26.804123711340207,46.1958762886598,11.87718330575474,2.4001114516578426,13.26530612244898,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_007,43187560,EMEF CHAPEU DO SOL,ruti,,ruti,3,Língua Portuguesa,TRUE,TRUE,130,102,78.46153846153847,41.11764705882353,50.02941176470589,26.441176470588236,119,109,91.5966386554622,25.431192660550455,63.99082568807339,13.880733944954128,13.13510019392372,-15.68645439827307,-8.461538461538462,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_007,43187560,EMEF CHAPEU DO SOL,ruti,,ruti,4,Língua Portuguesa,TRUE,TRUE,109,82,75.22935779816514,53.76829268292683,28.134146341463413,33.08536585365854,112,103,91.96428571428572,44.36893203883495,45.077669902912625,34.94174757281554,16.73492791612057,-9.399360644091878,2.7522935779816513,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_007,43187560,EMEF CHAPEU DO SOL,ruti,,ruti,5,Língua Portuguesa,TRUE,TRUE,133,101,75.93984962406014,48.89108910891089,36.6039603960396,33.742574257425744,105,89,84.76190476190476,56.48314606741573,28.0561797752809,39.38202247191011,8.822055137844615,7.592056958504841,-21.05263157894737,TRUE,Mudança relevante no número de estudantes previstos
ESC_008,43177581,EMEF CHICO MENDES,eliane,,eliane,1,Língua Portuguesa,TRUE,TRUE,97,72,74.22680412371135,58.611111111111114,19.680555555555557,41.56944444444444,92,78,84.78260869565217,13.884615384615383,83.15384615384616,5.82051282051282,10.555804571940826,-44.72649572649573,-5.154639175257732,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_008,43177581,EMEF CHICO MENDES,eliane,,eliane,2,Língua Portuguesa,TRUE,TRUE,90,62,68.88888888888889,62.61290322580645,27.596774193548388,49.96774193548387,92,75,81.52173913043478,53.61333333333334,29.2,35.38666666666666,12.632850241545896,-8.999569892473112,2.2222222222222223,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_008,43177581,EMEF CHICO MENDES,eliane,,eliane,3,Língua Portuguesa,TRUE,TRUE,99,63,63.63636363636363,63.857142857142854,19.07936507936508,47.63492063492063,100,77,77,45.01298701298701,37.935064935064936,27.350649350649352,13.363636363636369,-18.844155844155843,1.0101010101010102,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_008,43177581,EMEF CHICO MENDES,eliane,,eliane,4,Língua Portuguesa,TRUE,TRUE,128,97,75.78125,45.845360824742265,39.06185567010309,28.876288659793815,102,93,91.17647058823528,42.58064516129032,46.18279569892473,32.075268817204304,15.39522058823529,-3.2647156634519447,-20.3125,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_008,43177581,EMEF CHICO MENDES,eliane,,eliane,5,Língua Portuguesa,TRUE,TRUE,106,79,74.52830188679245,56.75949367088607,22.873417721518987,40.379746835443044,123,116,94.3089430894309,51.87931034482759,30.75,31.42241379310345,19.78064120263845,-4.880183326058486,16.037735849056602,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_009,43105475,EMEF DECIO MARTINS COSTA,nathalia,,nathalia,1,Língua Portuguesa,TRUE,TRUE,98,76,77.55102040816327,35.38157894736842,52.55263157894737,19.81578947368421,83,71,85.5421686746988,32.80281690140845,53.08450704225352,13.366197183098592,7.991148266535532,-2.5787620459599694,-15.306122448979592,FALSE,Sem alerta principal de composição
ESC_009,43105475,EMEF DECIO MARTINS COSTA,nathalia,,nathalia,2,Língua Portuguesa,TRUE,TRUE,104,73,70.1923076923077,35.31506849315068,63.12328767123287,17.73972602739726,96,88,91.66666666666669,39.86363636363637,46.11363636363637,17.181818181818183,21.474358974358974,4.548567870485684,-7.6923076923076925,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_009,43105475,EMEF DECIO MARTINS COSTA,nathalia,,nathalia,3,Língua Portuguesa,TRUE,TRUE,113,95,84.070796460177,61.8421052631579,28.32631578947369,48.642105263157895,93,81,87.09677419354838,47.32098765432099,39.32098765432099,35.06172839506173,3.0259777333713913,-14.52111760883691,-17.699115044247787,FALSE,Sem alerta principal de composição
ESC_009,43105475,EMEF DECIO MARTINS COSTA,nathalia,,nathalia,4,Língua Portuguesa,TRUE,TRUE,121,100,82.64462809917356,71.15,17.04,59.94,125,113,90.4,50.85840707964602,36,38.336283185840706,7.755371900826447,-20.291592920353985,3.3057851239669422,FALSE,Sem alerta principal de composição
ESC_009,43105475,EMEF DECIO MARTINS COSTA,nathalia,,nathalia,5,Língua Portuguesa,TRUE,TRUE,106,92,86.79245283018868,70.23913043478261,18.32608695652174,61.91304347826087,106,95,89.62264150943396,62.95789473684211,22.147368421052633,44.8,2.830188679245282,-7.281235697940502,0,FALSE,Sem alerta principal de composição
ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,,marian,1,Língua Portuguesa,TRUE,TRUE,95,66,69.47368421052632,24,63.45454545454545,4.7272727272727275,85,66,77.6470588235294,14.787878787878787,75.93939393939394,4.545454545454546,8.17337461300309,-9.212121212121213,-10.526315789473683,FALSE,Sem alerta principal de composição
ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,,marian,2,Língua Portuguesa,TRUE,TRUE,108,74,68.51851851851852,32.486486486486484,56.810810810810814,14.95945945945946,92,76,82.6086956521739,44.94736842105263,43.48684210526316,28.907894736842103,14.090177133655388,12.460881934566146,-14.814814814814817,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,,marian,3,Língua Portuguesa,TRUE,TRUE,106,74,69.81132075471699,42,43.270270270270274,23.2027027027027,104,90,86.53846153846153,33.111111111111114,54.74444444444445,20.788888888888888,16.727140783744545,-8.888888888888886,-1.8867924528301887,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,,marian,4,Língua Portuguesa,TRUE,TRUE,112,80,71.42857142857143,44.7625,50.075,32.3375,108,95,87.96296296296296,51.473684210526315,31.48421052631579,33.61052631578947,16.53439153439153,6.711184210526312,-3.5714285714285716,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,,marian,5,Língua Portuguesa,TRUE,TRUE,116,81,69.82758620689656,40.58024691358025,50.34567901234568,27.185185185185187,115,101,87.82608695652173,43.51485148514851,43.67326732673267,27.00990099009901,17.99850074962518,2.934604571568265,-0.8620689655172413,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_011,43109225,EMEF DEP VICTOR ISSLER,clarissa,,clarissa,1,Língua Portuguesa,TRUE,TRUE,116,90,77.58620689655173,51.82222222222222,27.933333333333337,36.48888888888889,102,86,84.31372549019608,39.7906976744186,40.72093023255814,21.302325581395348,6.727518593644348,-12.03152454780362,-12.06896551724138,FALSE,Sem alerta principal de composição
ESC_011,43109225,EMEF DEP VICTOR ISSLER,clarissa,,clarissa,2,Língua Portuguesa,TRUE,TRUE,133,116,87.21804511278195,58.37068965517241,31.939655172413794,46.51724137931034,119,108,90.7563025210084,56.22222222222222,36.342592592592595,43.42592592592592,3.538257408226457,-2.1484674329501914,-10.526315789473683,FALSE,Sem alerta principal de composição
ESC_011,43109225,EMEF DEP VICTOR ISSLER,clarissa,,clarissa,3,Língua Portuguesa,TRUE,TRUE,157,133,84.71337579617834,55.50375939849624,32.21052631578947,39.12781954887218,163,147,90.1840490797546,47.83673469387755,35.51700680272109,36.70068027210884,5.470673283576261,-7.66702470461869,3.821656050955414,FALSE,Sem alerta principal de composição
ESC_011,43109225,EMEF DEP VICTOR ISSLER,clarissa,,clarissa,4,Língua Portuguesa,TRUE,TRUE,115,101,87.82608695652173,70.74257425742574,15.712871287128714,57.43564356435643,136,121,88.97058823529412,55.25619834710744,31.40495867768595,43.11570247933884,1.1445012787723812,-15.486375910318309,18.26086956521739,FALSE,Sem alerta principal de composição
ESC_011,43109225,EMEF DEP VICTOR ISSLER,clarissa,,clarissa,5,Língua Portuguesa,TRUE,TRUE,113,97,85.84070796460178,67.0721649484536,20.711340206185568,59.75257731958763,116,104,89.65517241379311,65.85576923076923,14.923076923076923,46.14423076923077,3.814464449191334,-1.216395717684378,2.6548672566371683,FALSE,Sem alerta principal de composição
ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,jalize,,jalize,1,Língua Portuguesa,TRUE,TRUE,142,94,66.19718309859155,40.17021276595744,46.97872340425532,24.329787234042552,142,106,74.64788732394366,24.28301886792453,62.4811320754717,6.443396226415095,8.450704225352112,-15.887193898032915,0,FALSE,Sem alerta principal de composição
ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,jalize,,jalize,2,Língua Portuguesa,TRUE,TRUE,154,112,72.72727272727273,49.625,41.089285714285715,34.0625,132,112,84.84848484848484,51.05357142857143,36.24107142857143,36.401785714285715,12.12121212121211,1.4285714285714306,-14.285714285714286,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,jalize,,jalize,3,Língua Portuguesa,TRUE,TRUE,163,125,76.68711656441718,45.4,44.688,29.528,182,150,82.41758241758242,46.153333333333336,36.36666666666667,34.92,5.730465853165242,0.7533333333333374,11.656441717791411,FALSE,Sem alerta principal de composição
ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,jalize,,jalize,4,Língua Portuguesa,TRUE,TRUE,136,110,80.88235294117646,66.6,24.73636363636364,57.38181818181818,152,140,92.10526315789474,52.035714285714285,30.814285714285713,34.85,11.222910216718276,-14.56428571428571,11.764705882352942,TRUE,Aumento de participação igual ou superior a 10 p.p.
ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,jalize,,jalize,5,Língua Portuguesa,TRUE,TRUE,94,83,88.29787234042553,62.21686746987952,24.012048192771083,50.46987951807229,135,126,93.33333333333331,64.24603174603175,22.30952380952381,48.03968253968254,5.035460992907801,2.0291642761522297,43.61702127659574,TRUE,Mudança relevante no número de estudantes previstos
ESC_013,43106331,EMEF ESPIRITO SANTO,priscila,,priscila,1,Língua Portuguesa,FALSE,TRUE,,,,,,,18,15,83.33333333333333,41,53,27,,,,FALSE,Escola-série ausente em um dos anos
ESC_013,43106331,EMEF ESPIRITO SANTO,priscila,,priscila,2,Língua Portuguesa,FALSE,TRUE,,,,,,,16,11,68.75,49,36,27,,,,FALSE,Escola-série ausente em um dos anos
ESC_013,43106331,EMEF ESPIRITO SANTO,priscila,,priscila,3,Língua Portuguesa,FALSE,TRUE,,,,,,,24,23,95.83333333333331,20,70,4,,,,FALSE,Escola-série ausente em um dos anos
ESC_013,43106331,EMEF ESPIRITO SANTO,priscila,,priscila,4,Língua Portuguesa,FALSE,TRUE,,,,,,,17,14,82.3529411764706,72,14,57,,,,FALSE,Escola-série ausente em um dos anos
ESC_013,43106331,EMEF ESPIRITO SANTO,priscila,,priscila,5,Língua Portuguesa,FALSE,TRUE,,,,,,,13,11,84.61538461538461,49,18,9,,,,FALSE,Escola-série ausente em um dos anos
ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,jalize,,jalize,1,Língua Portuguesa,FALSE,TRUE,,,,,,,24,17,70.83333333333333,6,94,0,,,,FALSE,Escola-série ausente em um dos anos
ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,jalize,,jalize,2,Língua Portuguesa,FALSE,TRUE,,,,,,,39,31,79.48717948717949,16.967741935483872,74.03225806451613,0,,,,FALSE,Escola-série ausente em um dos anos
ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,jalize,,jalize,3,Língua Portuguesa,FALSE,TRUE,,,,,,,25,17,68,18,76,6,,,,FALSE,Escola-série ausente em um dos anos
ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,jalize,,jalize,4,Língua Portuguesa,FALSE,TRUE,,,,,,,34,26,76.47058823529412,40.23076923076923,46.23076923076923,27.153846153846153,,,,FALSE,Escola-série ausente em um dos anos
ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,jalize,,jalize,5,Língua Portuguesa,FALSE,TRUE,,,,,,,17,11,64.70588235294117,63,0,36,,,,FALSE,Escola-série ausente em um dos anos
ESC_015,43109233,EMEF GABRIEL OBINO,amanda,,amanda,1,Língua Portuguesa,TRUE,TRUE,45,27,60,78.48148148148148,7.518518518518518,70.44444444444444,57,43,75.43859649122807,39.30232558139535,48.30232558139535,16.41860465116279,15.438596491228068,-39.17915590008613,26.666666666666668,TRUE,Mudança relevante no público previsto e aumento de participação
ESC_015,43109233,EMEF GABRIEL OBINO,amanda,,amanda,2,Língua Portuguesa,TRUE,TRUE,56,48,85.71428571428571,76.875,14.8125,64.375,44,39,88.63636363636364,50.282051282051285,32.12820512820513,35.56410256410256,2.922077922077932,-26.592948717948715,-21.428571428571427,TRUE,Mudança relevante no número de estudantes previstos
ESC_015,43109233,EMEF GABRIEL OBINO,amanda,,amanda,3,Língua Portuguesa,TRUE,TRUE,73,59,80.82191780821918,40.067796610169495,52.50847457627118,22.06779661016949,66,49,74.24242424242425,47.775510204081634,35.59183673469388,39.775510204081634,-6.579493565794934,7.707713593912139,-9.58904109589041,FALSE,Sem alerta principal de composição
ESC_015,43109233,EMEF GABRIEL OBINO,amanda,,amanda,4,Língua Portuguesa,TRUE,TRUE,41,32,78.04878048780488,39.25,56.375,25.40625,58,49,84.48275862068965,49.81632653061224,37.61224489795919,37.57142857142857,6.433978132884775,10.566326530612244,41.46341463414634,TRUE,Mudança relevante no número de estudantes previstos
ESC_015,43109233,EMEF GABRIEL OBINO,amanda,,amanda,5,Língua Portuguesa,TRUE,TRUE,60,48,80,55.895833333333336,29.416666666666668,43.875,39,34,87.17948717948718,32,50,15.5,7.179487179487182,-23.895833333333336,-35,TRUE,Mudança relevante no número de estudantes previstos
ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,clarissa,,clarissa,1,Língua Portuguesa,TRUE,TRUE,109,79,72.4770642201835,49.10126582278481,31.64556962025317,30.20253164556962,114,87,76.3157894736842,34.632183908045974,47.44827586206897,15.839080459770114,3.838725253500712,-14.469081914738837,4.587155963302752,FALSE,Sem alerta principal de composição
ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,clarissa,,clarissa,2,Língua Portuguesa,TRUE,TRUE,113,93,82.30088495575221,53.483870967741936,37.61290322580645,36.59139784946237,114,90,78.94736842105263,33.15555555555556,53.62222222222222,10.677777777777775,-3.3535165346995797,-20.328315412186377,0.8849557522123894,FALSE,Sem alerta principal de composição
