id_escola,nome_canonico,assessora,ano_escolar,avaliados_2025,avaliados_2026,taxa_participacao_2025,taxa_participacao_2026,delta_participacao,proficiencia_media_2025,proficiencia_media_2026,delta_proficiencia,posicao_delta_proficiencia,percentil_delta_proficiencia,faixa_porte_contextual_escola,quartil_infraestrutura_escola
ESC_047,EMEF TIMBAUVA,nathalia,1,43,56,75.43859649122807,90.3225806451613,14.883984153933229,40.58139534883721,83.39285714285714,42.81146179401993,1,1,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_030,EMEF MORRO DA CRUZ,andreia,1,61,67,72.61904761904762,72.04301075268818,-0.5760368663594448,17.60655737704918,38.6865671641791,21.08000978712992,2,0.9811320754716981,500 matrículas ou mais,Q3
ESC_025,EMEF LEOCADIA FELIZARDO PRESTES,graziela,1,36,35,73.46938775510205,85.36585365853658,11.896465903434532,40,52.05714285714286,12.057142857142855,3,0.9622641509433962,150 a 299 matrículas,Q3
ESC_026,EMEF LIDOVINO FANTON,julia,1,77,64,79.38144329896907,69.56521739130434,-9.81622590766473,39.64935064935065,48.9375,9.288149350649348,4,0.9433962264150944,500 matrículas ou mais,Q1 — menor infraestrutura
ESC_046,EMEF SEN ALBERTO PASQUALINI,julia,1,42,66,63.63636363636363,76.74418604651163,13.107822410147996,48.523809523809526,56.93939393939394,8.415584415584412,5,0.9245283018867925,500 matrículas ou mais,Q2
ESC_004,EMEF AMERICA,nathalia,1,38,35,80.85106382978724,92.10526315789474,11.254199328107504,26.05263157894737,30.02857142857143,3.9759398496240586,6,0.9056603773584906,150 a 299 matrículas,Q3
ESC_002,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,1,75,57,83.33333333333333,76,-7.333333333333329,38.53333333333333,39.49122807017544,0.9578947368421068,7,0.8867924528301887,300 a 499 matrículas,Q3
ESC_045,EMEF SAO PEDRO,marian,1,82,68,86.3157894736842,71.57894736842105,-14.73684210526315,38.6219512195122,39.22058823529411,0.5986370157819181,8,0.8679245283018868,300 a 499 matrículas,Q3
ESC_009,EMEF DECIO MARTINS COSTA,nathalia,1,76,71,77.55102040816327,85.5421686746988,7.991148266535532,35.38157894736842,32.80281690140845,-2.5787620459599694,9,0.8490566037735849,500 matrículas ou mais,Q3
ESC_032,EMEF NOSSA SENHORA DE FATIMA,amanda,1,44,71,62.857142857142854,78.02197802197803,15.164835164835177,46.29545454545455,40.74647887323944,-5.548975672215107,10,0.8301886792452831,300 a 499 matrículas,Q3
ESC_024,EMEF LAURO RODRIGUES,clarissa,1,51,79,80.95238095238095,89.77272727272727,8.820346320346317,63.35294117647059,57.30379746835443,-6.049143708116155,11,0.8113207547169812,300 a 499 matrículas,Q2
ESC_038,EMEF PROF ANA IRIS DO AMARAL,eliane,1,33,36,68.75,90,21.25,62,55.44444444444444,-6.555555555555557,12,0.7924528301886793,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_010,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,1,66,66,69.47368421052632,77.6470588235294,8.17337461300309,24,14.787878787878787,-9.212121212121213,13,0.7735849056603774,300 a 499 matrículas,Q3
ESC_011,EMEF DEP VICTOR ISSLER,clarissa,1,90,86,77.58620689655173,84.31372549019608,6.727518593644348,51.82222222222222,39.7906976744186,-12.03152454780362,14,0.7547169811320755,500 matrículas ou mais,Q3
ESC_027,EMEF MARIO QUINTANA,ruti,1,32,41,71.11111111111111,89.1304347826087,18.019323671497588,16.5,3.7560975609756095,-12.74390243902439,15,0.7358490566037735,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_056,EEF ALDEIA LUMIAR,,1,18,16,90,69.56521739130434,-20.434782608695656,62.166666666666664,48,-14.166666666666664,16,0.71698113207547165,Até 149 matrículas,Q1 — menor infraestrutura
ESC_016,EMEF GOV ILDO MENEGHETTI,clarissa,1,79,87,72.4770642201835,76.3157894736842,3.838725253500712,49.10126582278481,34.632183908045974,-14.469081914738837,17,0.6981132075471698,500 matrículas ou mais,Q2
ESC_012,EMEF DOLORES ALCARAZ CALDAS,jalize,1,94,106,66.19718309859155,74.64788732394366,8.450704225352112,40.17021276595744,24.28301886792453,-15.887193898032915,18,0.6792452830188679,500 matrículas ou mais,Q2
ESC_042,EMEF PROF LARRY JOSE RIBEIRO ALVES,amanda,1,61,68,70.93023255813954,80.95238095238095,10.022148394241412,43.91803278688525,25.86764705882353,-18.05038572806172,19,0.660377358490566,300 a 499 matrículas,Q3
ESC_006,EMEF CAMPOS DO CRISTAL,andreia,1,32,45,84.21052631578948,100,15.78947368421052,66.125,47.06666666666667,-19.05833333333333,20,0.6415094339622641,150 a 299 matrículas,Q3
ESC_039,EMEF PROF ANISIO TEIXEIRA,andreia,1,61,67,79.22077922077922,91.78082191780824,12.560042697029004,67.73770491803279,48.44776119402985,-19.28994372400294,21,0.6226415094339622,300 a 499 matrículas,Q3
ESC_029,EMEF MORADAS DA HIPICA,amanda,1,66,81,75,89.01098901098901,14.010989010989007,68.51515151515152,47.75308641975309,-20.762065095398427,22,0.6037735849056604,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_054,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,julia,1,15,18,62.5,94.73684210526316,32.236842105263165,69,48,-21,23,0.5849056603773585,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_021,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,1,12,36,63.1578947368421,87.8048780487805,24.646983311938392,69,46,-23,24,0.5660377358490566,Até 149 matrículas,Q1 — menor infraestrutura
ESC_048,EMEF VER ANTONIO GIUDICE,clarissa,1,65,76,74.71264367816092,85.3932584269663,10.680614748805382,60.44615384615385,37.276315789473685,-23.169838056680163,25,0.5471698113207547,300 a 499 matrículas,Q3
ESC_044,EMEF SAINT HILAIRE,andreia,1,51,71,68,81.60919540229885,13.609195402298852,51.09803921568628,26.380281690140844,-24.717757525545434,26,0.5283018867924528,300 a 499 matrículas,Q2
ESC_037,EMEF PRESIDENTE VARGAS,eliane,1,38,37,80.85106382978724,82.22222222222223,1.3711583924349924,51.421052631578945,26.18918918918919,-25.231863442389756,27,0.5094339622641509,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_001,EEF PEQUENA CASA DA CRIANCA,outras,1,36,38,78.26086956521739,77.55102040816327,-0.7098491570541228,59.916666666666664,31.210526315789473,-28.70614035087719,28,0.49056603773584906,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_052,EMEF WENCESLAU FONTOURA,eliane,1,70,80,75.26881720430107,88.88888888888889,13.620071684587812,61.15714285714286,31.35,-29.807142857142857,29,0.4716981132075472,300 a 499 matrículas,Q2
ESC_007,EMEF CHAPEU DO SOL,ruti,1,77,81,67.54385964912281,85.26315789473684,17.719298245614027,45.285714285714285,13.77777777777778,-31.507936507936503,30,0.4528301886792453,500 matrículas ou mais,Q3
ESC_020,EMEF JOAO ANTONIO SATTE,eliane,1,45,92,73.77049180327869,80.70175438596492,6.93126258268623,72.71111111111111,40.28260869565217,-32.42850241545894,31,0.4339622641509434,300 a 499 matrículas,Q2
ESC_033,EMEF NOSSA SENHORA DO CARMO,amanda,1,54,76,80.59701492537313,80.85106382978724,0.25404890441410544,49.629629629629626,14.921052631578949,-34.70857699805068,32,0.41509433962264153,300 a 499 matrículas,Q2
ESC_019,EMEF JEAN PIAGET,clarissa,1,51,90,83.60655737704919,82.56880733944953,-1.0377500375996505,72.92156862745098,36.84444444444444,-36.07712418300654,33,0.39622641509433965,300 a 499 matrículas,Q3
ESC_049,EMEF VER CARLOS PESSOA DE BRUM,priscila,1,86,73,71.66666666666667,78.49462365591398,6.827956989247312,48.2906976744186,10.89041095890411,-37.4002867155145,34,0.37735849056603776,500 matrículas ou mais,Q2
ESC_041,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,1,69,71,85.18518518518519,81.60919540229885,-3.5759897828863387,49.492753623188406,11.112676056338028,-38.380077566850375,35,0.3584905660377358,300 a 499 matrículas,Q3
ESC_003,EMEF AFONSO GUERREIRO LIMA,graziela,1,64,77,73.5632183908046,81.91489361702128,8.351675226216685,52.9375,14.48051948051948,-38.45698051948052,36,0.33962264150943394,500 matrículas ou mais,Q2
ESC_028,EMEF MIGRANTES,nathalia,1,14,18,77.77777777777777,78.26086956521739,0.4830917874396192,74,35,-39,37,0.32075471698113206,Até 149 matrículas,Q2
ESC_015,EMEF GABRIEL OBINO,amanda,1,27,43,60,75.43859649122807,15.438596491228068,78.48148148148148,39.30232558139535,-39.17915590008613,38,0.3018867924528302,150 a 299 matrículas,Q3
ESC_031,EMEF NEUSA GOULART BRIZOLA,julia,1,30,52,71.42857142857143,82.53968253968254,11.111111111111114,79.5,38.92307692307692,-40.57692307692308,39,0.2830188679245283,150 a 299 matrículas,Q3
ESC_043,EMEF RINCAO,jalize,1,34,39,75.55555555555556,82.97872340425532,7.423167848699762,87.47058823529412,44.12820512820513,-43.342383107088985,40,0.2641509433962264,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_008,EMEF CHICO MENDES,eliane,1,72,78,74.22680412371135,84.78260869565217,10.555804571940826,58.611111111111114,13.884615384615383,-44.72649572649573,41,0.24528301886792453,500 matrículas ou mais,Q3
ESC_035,EMEF PORTO NOVO,marian,1,33,41,70.2127659574468,91.11111111111111,20.89834515366431,67.96969696969697,22.536585365853657,-45.433111603843315,42,0.22641509433962265,150 a 299 matrículas,Q3
ESC_051,EMEF VILA MONTE CRISTO,graziela,1,56,68,70.88607594936708,80.95238095238095,10.066305003013866,82.58928571428571,36.86764705882353,-45.72163865546218,43,0.20754716981132076,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_050,EMEF VER MARTIM ARANHA,priscila,1,38,57,69.0909090909091,80.28169014084507,11.190781049935978,58.05263157894737,10.192982456140353,-47.85964912280702,44,0.18867924528301888,300 a 499 matrículas,Q2
ESC_023,EMEF JOSE MARIANO BECK,nathalia,1,44,55,67.6923076923077,77.46478873239437,9.772481040086674,66.88636363636364,17.21818181818182,-49.66818181818182,45,0.16981132075471697,300 a 499 matrículas,Q3
ESC_005,EMEF ARAMY SILVA,priscila,1,64,69,77.10843373493977,83.13253012048193,6.024096385542165,75.3125,25.55072463768116,-49.76177536231884,46,0.1509433962264151,300 a 499 matrículas,Q3
ESC_034,EMEF PEPITA DE LEAO,nathalia,1,51,34,76.11940298507463,79.06976744186046,2.9503644567858345,88.11764705882354,35,-53.117647058823536,47,0.1320754716981132,150 a 299 matrículas,Q3
ESC_017,EMEF GRANDE ORIENTE DO RGS,andreia,1,51,65,60,79.26829268292683,19.268292682926827,74.62745098039215,19.123076923076923,-55.50437405731523,48,0.11320754716981132,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_040,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,1,13,21,56.52173913043478,95.45454545454544,38.93280632411067,94,36,-58,49,0.09433962264150944,Até 149 matrículas,Q1 — menor infraestrutura
ESC_053,EMEM EMILIO MEYER,ruti,1,54,55,68.35443037974683,70.51282051282051,2.1583901330736808,79.62962962962963,21.581818181818186,-58.047811447811455,50,0.07547169811320754,300 a 499 matrículas,Q2
ESC_022,EMEF JOSE LOUREIRO DA SILVA,jalize,1,42,51,53.16455696202531,72.85714285714286,19.692585895117546,87.45238095238095,26.84313725490196,-60.60924369747899,51,0.05660377358490566,300 a 499 matrículas,Q3
ESC_055,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,1,13,6,100,100,0,100,31,-69,52,0.03773584905660377,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_036,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,1,31,71,52.54237288135593,85.5421686746988,32.99979579334287,95.19354838709675,24.802816901408452,-70.39073148568832,53,0.018867924528301886,300 a 499 matrículas,Q3
ESC_018,EMEF HEITOR VILLA LOBOS,jalize,1,48,59,70.58823529411765,85.5072463768116,14.919011082693942,78.83333333333333,7.338983050847458,-71.49435028248587,54,0,500 matrículas ou mais,Q3
ESC_054,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,julia,2,26,19,83.87096774193549,90.47619047619048,6.605222734254994,74.6923076923077,90,15.307692307692308,1,1,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_029,EMEF MORADAS DA HIPICA,amanda,2,79,92,79.79797979797979,92.92929292929291,13.131313131313137,71.15189873417721,86.32608695652173,15.174188222344526,2,0.9807692307692307,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_031,EMEF NEUSA GOULART BRIZOLA,julia,2,36,35,83.72093023255815,81.3953488372093,-2.3255813953488484,59,72.88571428571429,13.885714285714286,3,0.9615384615384616,150 a 299 matrículas,Q3
ESC_010,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,2,74,76,68.51851851851852,82.6086956521739,14.090177133655388,32.486486486486484,44.94736842105263,12.460881934566146,4,0.9423076923076923,300 a 499 matrículas,Q3
ESC_048,EMEF VER ANTONIO GIUDICE,clarissa,2,48,76,71.64179104477611,87.356321839080465,15.714530794304352,57.291666666666664,69.52631578947368,12.23464912280702,5,0.9230769230769231,300 a 499 matrículas,Q3
ESC_052,EMEF WENCESLAU FONTOURA,eliane,2,82,91,77.35849056603773,93.81443298969072,16.455942423652985,53.829268292682926,63.68131868131868,9.852050388635751,6,0.9038461538461539,300 a 499 matrículas,Q2
ESC_042,EMEF PROF LARRY JOSE RIBEIRO ALVES,amanda,2,65,79,79.26829268292683,81.44329896907216,2.175006286145333,33.246153846153845,42.45569620253165,9.209542356377804,7,0.8846153846153846,300 a 499 matrículas,Q3
ESC_024,EMEF LAURO RODRIGUES,clarissa,2,62,59,86.11111111111111,89.39393939393939,3.2828282828282767,65.91935483870968,73.44067796610169,7.521323127392009,8,0.8653846153846154,300 a 499 matrículas,Q2
ESC_046,EMEF SEN ALBERTO PASQUALINI,julia,2,57,56,74.02597402597402,82.3529411764706,8.326967150496571,54.49122807017544,60.535714285714285,6.044486215538846,9,0.8461538461538461,500 matrículas ou mais,Q2
ESC_026,EMEF LIDOVINO FANTON,julia,2,78,69,71.55963302752293,75.82417582417582,4.26454279665289,40.47435897435897,45.08695652173913,4.612597547380162,10,0.8269230769230769,500 matrículas ou mais,Q1 — menor infraestrutura
ESC_009,EMEF DECIO MARTINS COSTA,nathalia,2,73,88,70.1923076923077,91.66666666666669,21.474358974358974,35.31506849315068,39.86363636363637,4.548567870485684,11,0.8076923076923077,500 matrículas ou mais,Q3
ESC_038,EMEF PROF ANA IRIS DO AMARAL,eliane,2,41,40,83.6734693877551,90.9090909090909,7.235621521335801,69.34146341463415,72.225,2.883536585365846,12,0.7884615384615384,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_007,EMEF CHAPEU DO SOL,ruti,2,74,97,75.51020408163265,87.38738738738739,11.87718330575474,56.48648648648648,58.88659793814433,2.4001114516578426,13,0.7692307692307693,500 matrículas ou mais,Q3
ESC_012,EMEF DOLORES ALCARAZ CALDAS,jalize,2,112,112,72.72727272727273,84.84848484848484,12.12121212121211,49.625,51.05357142857143,1.4285714285714306,14,0.75,500 matrículas ou mais,Q2
ESC_050,EMEF VER MARTIM ARANHA,priscila,2,58,39,78.37837837837837,70.9090909090909,-7.469287469287465,57.12068965517241,57.666666666666664,0.5459770114942515,15,0.7307692307692307,300 a 499 matrículas,Q2
ESC_039,EMEF PROF ANISIO TEIXEIRA,andreia,2,50,69,81.9672131147541,87.34177215189874,5.3745590371446355,65.58,65.81159420289855,0.23159420289854893,16,0.7115384615384616,300 a 499 matrículas,Q3
ESC_022,EMEF JOSE LOUREIRO DA SILVA,jalize,2,65,62,69.89247311827957,72.94117647058823,3.0487033523086637,61.84615384615385,62.03225806451613,0.18610421836228144,17,0.6923076923076923,300 a 499 matrículas,Q3
ESC_053,EMEM EMILIO MEYER,ruti,2,63,73,82.89473684210526,97.33333333333331,14.438596491228068,46.904761904761905,46.95890410958904,0.05414220482713716,18,0.6730769230769231,300 a 499 matrículas,Q2
ESC_019,EMEF JEAN PIAGET,clarissa,2,54,50,70.12987012987013,86.20689655172414,16.077026421854015,53.18518518518518,53.08,-0.10518518518518503,19,0.6538461538461539,300 a 499 matrículas,Q3
ESC_017,EMEF GRANDE ORIENTE DO RGS,andreia,2,67,61,68.36734693877551,70.11494252873563,1.7475955899601132,43.97014925373134,43.34426229508197,-0.6258869586493745,20,0.6346153846153846,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_032,EMEF NOSSA SENHORA DE FATIMA,amanda,2,56,41,74.66666666666667,68.33333333333333,-6.333333333333343,49.82142857142857,48.80487804878049,-1.0165505226480818,21,0.6153846153846154,300 a 499 matrículas,Q3
ESC_044,EMEF SAINT HILAIRE,andreia,2,66,56,73.33333333333333,75.67567567567568,2.3423423423423486,42.86363636363637,41.660714285714285,-1.2029220779220822,22,0.5961538461538461,300 a 499 matrículas,Q2
ESC_034,EMEF PEPITA DE LEAO,nathalia,2,41,52,68.33333333333333,78.78787878787878,10.454545454545451,45.926829268292686,44.63461538461539,-1.2922138836772987,23,0.5769230769230769,150 a 299 matrículas,Q3
ESC_023,EMEF JOSE MARIANO BECK,nathalia,2,52,48,80,80,0,60.94230769230769,59.625,-1.3173076923076934,24,0.5576923076923077,300 a 499 matrículas,Q3
ESC_041,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,2,71,69,89.87341772151899,87.34177215189874,-2.5316455696202524,61.38028169014085,60.01449275362319,-1.36578893651766,25,0.5384615384615384,300 a 499 matrículas,Q3
ESC_047,EMEF TIMBAUVA,nathalia,2,47,56,78.33333333333333,98.24561403508773,19.9122807017544,72.08510638297872,70.46428571428571,-1.620820668693014,26,0.5192307692307693,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_004,EMEF AMERICA,nathalia,2,44,37,84.61538461538461,88.0952380952381,3.479853479853489,53.18181818181818,51.51351351351352,-1.668304668304664,27,0.5,150 a 299 matrículas,Q3
ESC_011,EMEF DEP VICTOR ISSLER,clarissa,2,116,108,87.21804511278195,90.7563025210084,3.538257408226457,58.37068965517241,56.22222222222222,-2.1484674329501914,28,0.4807692307692308,500 matrículas ou mais,Q3
ESC_055,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,2,3,14,60,100,40,68,65,-3,29,0.46153846153846156,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_006,EMEF CAMPOS DO CRISTAL,andreia,2,43,32,86,96.96969696969695,10.969696969696969,59.58139534883721,56.375,-3.206395348837212,30,0.4423076923076923,150 a 299 matrículas,Q3
ESC_028,EMEF MIGRANTES,nathalia,2,19,16,90.47619047619048,88.88888888888889,-1.587301587301596,62,57,-5,31,0.4230769230769231,Até 149 matrículas,Q2
ESC_035,EMEF PORTO NOVO,marian,2,38,41,82.6086956521739,95.34883720930232,12.740141557128425,73.26315789473684,67.97560975609755,-5.287548138639281,32,0.40384615384615385,150 a 299 matrículas,Q3
ESC_037,EMEF PRESIDENTE VARGAS,eliane,2,32,40,69.56521739130434,85.1063829787234,15.54116558741906,57.375,50.05,-7.325000000000003,33,0.38461538461538464,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_043,EMEF RINCAO,jalize,2,44,44,91.66666666666669,91.66666666666669,0,80.27272727272727,72.63636363636364,-7.636363636363626,34,0.36538461538461536,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_030,EMEF MORRO DA CRUZ,andreia,2,77,60,81.91489361702128,81.08108108108108,-0.8338125359401971,44.75324675324675,35.85,-8.903246753246755,35,0.34615384615384615,500 matrículas ou mais,Q3
ESC_008,EMEF CHICO MENDES,eliane,2,62,75,68.88888888888889,81.52173913043478,12.632850241545896,62.61290322580645,53.61333333333334,-8.999569892473112,36,0.3269230769230769,500 matrículas ou mais,Q3
ESC_051,EMEF VILA MONTE CRISTO,graziela,2,68,77,78.16091954022988,92.7710843373494,14.61016479711951,56.48529411764706,46.76623376623377,-9.71906035141329,37,0.3076923076923077,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_020,EMEF JOAO ANTONIO SATTE,eliane,2,35,50,61.40350877192982,81.9672131147541,20.56370434282428,64.14285714285714,51.2,-12.942857142857136,38,0.28846153846153844,300 a 499 matrículas,Q2
ESC_005,EMEF ARAMY SILVA,priscila,2,59,69,71.95121951219512,88.46153846153847,16.510318949343343,63.016949152542374,49.53623188405797,-13.480717268484405,39,0.2692307692307692,300 a 499 matrículas,Q3
ESC_027,EMEF MARIO QUINTANA,ruti,2,46,34,93.87755102040816,77.27272727272727,-16.604823747680896,49,34.029411764705884,-14.970588235294116,40,0.25,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_001,EEF PEQUENA CASA DA CRIANCA,outras,2,37,41,66.07142857142857,89.1304347826087,23.059006211180133,57.37837837837838,41.90243902439025,-15.475939353988132,41,0.23076923076923078,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_018,EMEF HEITOR VILLA LOBOS,jalize,2,73,69,76.04166666666667,90.78947368421052,14.747807017543847,58.47945205479452,41.2463768115942,-17.233075243200318,42,0.21153846153846154,500 matrículas ou mais,Q3
ESC_016,EMEF GOV ILDO MENEGHETTI,clarissa,2,93,90,82.30088495575221,78.94736842105263,-3.3535165346995797,53.483870967741936,33.15555555555556,-20.328315412186377,43,0.19230769230769232,500 matrículas ou mais,Q2
ESC_003,EMEF AFONSO GUERREIRO LIMA,graziela,2,74,73,76.28865979381443,90.12345679012346,13.834796996309024,70.14864864864865,47.83561643835616,-22.313032210292484,44,0.17307692307692307,500 matrículas ou mais,Q2
ESC_025,EMEF LEOCADIA FELIZARDO PRESTES,graziela,2,36,41,67.9245283018868,83.6734693877551,15.74894108586831,67.69444444444444,44.26829268292683,-23.426151761517616,45,0.15384615384615385,150 a 299 matrículas,Q3
ESC_036,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,2,42,53,64.61538461538461,91.3793103448276,26.763925729442978,75.28571428571429,51.301886792452834,-23.983827493261455,46,0.1346153846153846,300 a 499 matrículas,Q3
ESC_049,EMEF VER CARLOS PESSOA DE BRUM,priscila,2,76,90,71.02803738317758,75.63025210084034,4.602214717662761,66.21052631578948,41.28888888888889,-24.92163742690059,47,0.11538461538461539,500 matrículas ou mais,Q2
ESC_015,EMEF GABRIEL OBINO,amanda,2,48,39,85.71428571428571,88.63636363636364,2.922077922077932,76.875,50.282051282051285,-26.592948717948715,48,0.09615384615384616,150 a 299 matrículas,Q3
ESC_045,EMEF SAO PEDRO,marian,2,79,76,77.45098039215686,88.37209302325581,10.92111263109895,70.9113924050633,43.6578947368421,-27.253497668221193,49,0.07692307692307693,300 a 499 matrículas,Q3
ESC_002,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,2,69,74,78.4090909090909,91.35802469135804,12.94893378226712,65.71014492753623,38.08108108108108,-27.629063846455153,50,0.057692307692307696,300 a 499 matrículas,Q3
ESC_021,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,2,22,18,88,90,2,95,67,-28,51,0.038461538461538464,Até 149 matrículas,Q1 — menor infraestrutura
ESC_033,EMEF NOSSA SENHORA DO CARMO,amanda,2,61,60,88.40579710144928,90.9090909090909,2.503293807641626,79.14754098360656,33.6,-45.54754098360656,52,0.019230769230769232,300 a 499 matrículas,Q2
ESC_040,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,2,14,21,66.66666666666667,100,33.33333333333333,92,41,-51,53,0,Até 149 matrículas,Q1 — menor infraestrutura
ESC_031,EMEF NEUSA GOULART BRIZOLA,julia,3,30,38,68.18181818181819,86.36363636363636,18.181818181818173,34.666666666666664,83.89473684210526,49.22807017543859,1,1,150 a 299 matrículas,Q3
ESC_034,EMEF PEPITA DE LEAO,nathalia,3,49,51,72.05882352941177,78.46153846153847,6.402714932126699,37.204081632653065,72.72549019607843,35.52140856342536,2,0.9807692307692307,150 a 299 matrículas,Q3
ESC_026,EMEF LIDOVINO FANTON,julia,3,103,87,72.02797202797203,64.44444444444444,-7.583527583527584,21.796116504854368,45.72413793103448,23.928021426180116,3,0.9615384615384616,500 matrículas ou mais,Q1 — menor infraestrutura
ESC_048,EMEF VER ANTONIO GIUDICE,clarissa,3,63,66,84,92.95774647887325,8.957746478873233,43.73015873015873,67.42424242424242,23.694083694083695,4,0.9423076923076923,300 a 499 matrículas,Q3
ESC_047,EMEF TIMBAUVA,nathalia,3,48,65,71.64179104477611,95.58823529411764,23.94644424934154,38.5,60.738461538461536,22.238461538461536,5,0.9230769230769231,300 a 499 matrículas,Q1 — menor infraestrutura
ESC_006,EMEF CAMPOS DO CRISTAL,andreia,3,47,49,87.03703703703704,94.23076923076924,7.193732193732188,52.53191489361702,70.63265306122449,18.100738167607467,6,0.9038461538461539,150 a 299 matrículas,Q3
ESC_038,EMEF PROF ANA IRIS DO AMARAL,eliane,3,43,45,89.58333333333333,95.74468085106383,6.161347517730505,57.674418604651166,71.35555555555555,13.681136950904389,7,0.8846153846153846,150 a 299 matrículas,Q1 — menor infraestrutura
ESC_005,EMEF ARAMY SILVA,priscila,3,65,79,72.22222222222223,79.79797979797979,7.575757575757564,40.01538461538462,52.58227848101266,12.56689386562804,8,0.8653846153846154,300 a 499 matrículas,Q3
ESC_035,EMEF PORTO NOVO,marian,3,35,43,76.08695652173913,95.55555555555556,19.46859903381643,33.2,45.48837209302326,12.288372093023256,9,0.8461538461538461,150 a 299 matrículas,Q3
ESC_018,EMEF HEITOR VILLA LOBOS,jalize,3,83,95,79.04761904761905,87.1559633027523,8.108344255133247,19.518072289156628,31.778947368421058,12.260875079264428,10,0.8269230769230769,500 matrículas ou mais,Q3
