nome_completo,grupo,ordinal_position,column_name,data_type,is_nullable,erro_colunas,coluna_normalizada,papel_sugerido
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,436,quantidade_turma_infantil_pre_escola_integral,INT64,YES,,quantidade_turma_infantil_pre_escola_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,437,quantidade_turma_fundamental,INT64,YES,,quantidade_turma_fundamental,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,438,quantidade_turma_fundamental_integral,INT64,YES,,quantidade_turma_fundamental_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,439,quantidade_turma_fundamental_anos_iniciais,INT64,YES,,quantidade_turma_fundamental_anos_iniciais,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,440,quantidade_turma_fundamental_anos_iniciais_integral,INT64,YES,,quantidade_turma_fundamental_anos_iniciais_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,441,quantidade_turma_fundamental_anos_finais,INT64,YES,,quantidade_turma_fundamental_anos_finais,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,442,quantidade_turma_fundamental_anos_finais_integral,INT64,YES,,quantidade_turma_fundamental_anos_finais_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,443,quantidade_turma_medio,INT64,YES,,quantidade_turma_medio,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,444,quantidade_turma_medio_integral,INT64,YES,,quantidade_turma_medio_integral,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,445,quantidade_turma_profissional,INT64,YES,,quantidade_turma_profissional,porte_recursos
basedosdados.br_inep_censo_escolar.escola,Censo Escolar,446,quantidade_turma_profissional_tecnica,INT64,YES,,quantidade_turma_profissional_tecnica,porte_recursos
