id_escola_periodo,id_escola,codigo_inep,nome_canonico,ano,avaliacao_id,avaliacao_rotulo,chave_periodo,periodo_programa,pertence_universo_avaliativo,elegivel_assessoramento,recebe_assessoramento,exposicao_programa_binaria,assessora_vinculo_administrativo,assessora_gerencial,status_carga_operacional,grupo_exposicao,incluir_diagnostico_avaliativo_ampliado,incluir_resultados_rede_assessorada,incluir_indice_carga,incluir_nao_exposto_descritivo,fonte_validacao,data_validacao,responsavel_validacao,observacao_validacao,status_homologacao,versao_regra
ESC_011__2025_1a_avaliacao_formativa,ESC_011,43109225,EMEF DEP VICTOR ISSLER,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,clarissa,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_012__2025_1a_avaliacao_formativa,ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,jalize,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_013__2025_1a_avaliacao_formativa,ESC_013,43106331,EMEF ESPIRITO SANTO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,NAO,NA_APLICAVEL,NAO,0,priscila,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,FALSE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_014__2025_1a_avaliacao_formativa,ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,NAO,NA_APLICAVEL,NAO,0,jalize,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,FALSE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_015__2025_1a_avaliacao_formativa,ESC_015,43109233,EMEF GABRIEL OBINO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,amanda,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_016__2025_1a_avaliacao_formativa,ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,clarissa,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_017__2025_1a_avaliacao_formativa,ESC_017,43108571,EMEF GRANDE ORIENTE DO RGS,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,andreia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_018__2025_1a_avaliacao_formativa,ESC_018,43105548,EMEF HEITOR VILLA LOBOS,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,jalize,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_019__2025_1a_avaliacao_formativa,ESC_019,43172474,EMEF JEAN PIAGET,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,clarissa,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_020__2025_1a_avaliacao_formativa,ESC_020,43109217,EMEF JOAO ANTONIO SATTE,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,eliane,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_021__2025_1a_avaliacao_formativa,ESC_021,43219543,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,julia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_022__2025_1a_avaliacao_formativa,ESC_022,43105491,EMEF JOSE LOUREIRO DA SILVA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,jalize,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_023__2025_1a_avaliacao_formativa,ESC_023,43169490,EMEF JOSE MARIANO BECK,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,nathalia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_024__2025_1a_avaliacao_formativa,ESC_024,43109209,EMEF LAURO RODRIGUES,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,clarissa,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_025__2025_1a_avaliacao_formativa,ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,graziela,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_026__2025_1a_avaliacao_formativa,ESC_026,43109144,EMEF LIDOVINO FANTON,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,julia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_027__2025_1a_avaliacao_formativa,ESC_027,43183018,EMEF MARIO QUINTANA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,ruti,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_028__2025_1a_avaliacao_formativa,ESC_028,43177018,EMEF MIGRANTES,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,nathalia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_029__2025_1a_avaliacao_formativa,ESC_029,43293069,EMEF MORADAS DA HIPICA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,amanda,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_030__2025_1a_avaliacao_formativa,ESC_030,43177034,EMEF MORRO DA CRUZ,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,andreia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_031__2025_1a_avaliacao_formativa,ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,julia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_032__2025_1a_avaliacao_formativa,ESC_032,43105513,EMEF NOSSA SENHORA DE FATIMA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,amanda,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_033__2025_1a_avaliacao_formativa,ESC_033,43204643,EMEF NOSSA SENHORA DO CARMO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,amanda,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_034__2025_1a_avaliacao_formativa,ESC_034,43105521,EMEF PEPITA DE LEAO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,nathalia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_035__2025_1a_avaliacao_formativa,ESC_035,43048200,EMEF PORTO NOVO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,marian,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_036__2025_1a_avaliacao_formativa,ESC_036,43108563,EMEF PRES JOAO BELCHIOR MARQUES GOULART,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,marian,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_037__2025_1a_avaliacao_formativa,ESC_037,43105530,EMEF PRESIDENTE VARGAS,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,eliane,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_038__2025_1a_avaliacao_formativa,ESC_038,43109195,EMEF PROF ANA IRIS DO AMARAL,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,eliane,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_039__2025_1a_avaliacao_formativa,ESC_039,43172490,EMEF PROF ANISIO TEIXEIRA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,andreia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_040__2025_1a_avaliacao_formativa,ESC_040,43109071,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,ruti,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_041__2025_1a_avaliacao_formativa,ESC_041,43109055,EMEF PROF JUDITH MACEDO DE ARAUJO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,graziela,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_042__2025_1a_avaliacao_formativa,ESC_042,43109098,EMEF PROF LARRY JOSE RIBEIRO ALVES,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,amanda,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_043__2025_1a_avaliacao_formativa,ESC_043,43293050,EMEF RINCAO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,jalize,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_044__2025_1a_avaliacao_formativa,ESC_044,43167179,EMEF SAINT HILAIRE,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,andreia,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
ESC_045__2025_1a_avaliacao_formativa,ESC_045,43167535,EMEF SAO PEDRO,2025,1a_avaliacao_formativa,1ª Avaliação Formativa,2025_1a_avaliacao_formativa,linha_base_pre_programa,SIM,NA_APLICAVEL,NAO,0,marian,,SEM_CARGA_DO_PROGRAMA,LINHA_BASE_PRE_PROGRAMA,TRUE,FALSE,FALSE,FALSE,regra temporal pre-programa registrada no painel,,regra temporal preexistente do projeto,Primeira avaliação formativa anterior ao início do assessoramento.,REGRA_TEMPORAL_CONFIRMADA,2025_1a_avaliacao_formativa_linha_base
