fonte,ordem_coluna,variavel,classe_r,tipo_r,numero_linhas,valores_ausentes,valores_distintos
contexto_2024,14,tipo_localizacao,numeric,double,56,0,1
contexto_2024,15,tipo_localizacao_diferenciada,numeric,double,56,0,1
contexto_2024,16,tipo_situacao_funcionamento,numeric,double,56,0,1
contexto_2024,17,poder_publico_parceria,numeric,double,56,0,2
contexto_2024,18,tipo_poder_publico_parceria,numeric,double,56,53,1
contexto_2024,19,conveniada_poder_publico,logical,logical,56,56,0
contexto_2024,20,tipo_convenio_poder_publico,logical,logical,56,56,0
contexto_2024,21,matriculas_anos_iniciais,numeric,double,56,0,51
contexto_2024,22,turmas_anos_iniciais,numeric,double,56,0,20
contexto_2024,23,docentes_anos_iniciais,numeric,double,56,0,26
contexto_2024,24,alunos_por_turma_anos_iniciais,numeric,double,56,1,50
contexto_2024,25,alunos_por_docente_anos_iniciais,numeric,double,56,1,55
contexto_2024,26,porte_anos_iniciais,character,character,56,0,4
contexto_2024,27,quartil_porte_anos_iniciais,numeric,double,56,0,4
contexto_2024,28,pct_matriculas_anos_iniciais_integral,numeric,double,56,0,38
contexto_2024,29,pct_matriculas_educacao_especial,numeric,double,56,0,56
contexto_2024,30,pct_matriculas_transporte_publico,numeric,double,56,0,42
contexto_2024,31,pct_matriculas_preta_parda_indigena,numeric,double,56,0,56
contexto_2024,32,indice_infraestrutura_basica,numeric,double,56,0,5
contexto_2024,33,nome_inep,character,character,56,0,56
contexto_2024,34,chave_nome,character,character,56,0,56
contexto_2024,35,metodo_correspondencia_inep,character,character,56,0,2
contexto_2024,36,status_codigo_inep,character,character,56,0,1
contexto_2024,37,observacao_codigo_inep,character,character,56,51,4
contexto_2024,38,exposicao_2025_1av,numeric,double,56,0,1
contexto_2024,39,programa_iniciado_apos_2025_1av,logical,logical,56,0,1
contexto_2024,40,dose_assessoramento_observada,logical,logical,56,0,1
contexto_2024,41,possivel_municipalizacao_recente,logical,logical,56,0,2
contexto_2024,42,escola_nova_recente,logical,logical,56,0,2
contexto_2024,43,status_validacao,character,character,56,0,1
contexto_2024,44,ano,integer,integer,56,0,1
contexto_2024,45,sigla_uf,character,character,56,0,1
contexto_2024,46,id_municipio,numeric,double,56,0,1
contexto_2024,47,vinculo_secretaria_educacao,numeric,double,56,3,1
contexto_2024,48,etapa_ensino_infantil,numeric,double,56,0,2
contexto_2024,49,etapa_ensino_fundamental,numeric,double,56,0,1
contexto_2024,50,etapa_ensino_fundamental_anos_iniciais,numeric,double,56,0,1
contexto_2024,51,etapa_ensino_fundamental_anos_finais,numeric,double,56,0,2
contexto_2024,52,etapa_ensino_medio,numeric,double,56,0,2
contexto_2024,53,etapa_ensino_eja,numeric,double,56,0,2
contexto_2024,54,etapa_ensino_especial,numeric,double,56,0,2
contexto_2024,55,quantidade_matricula_educacao_basica,numeric,double,56,0,55
contexto_2024,56,quantidade_matricula_infantil,numeric,double,56,0,34
contexto_2024,57,quantidade_matricula_fundamental,numeric,double,56,0,55
contexto_2024,58,quantidade_matricula_fundamental_anos_iniciais,numeric,double,56,0,51
contexto_2024,59,quantidade_matricula_fundamental_1_ano,numeric,double,56,0,41
contexto_2024,60,quantidade_matricula_fundamental_2_ano,numeric,double,56,0,35
contexto_2024,61,quantidade_matricula_fundamental_3_ano,numeric,double,56,0,43
contexto_2024,62,quantidade_matricula_fundamental_4_ano,numeric,double,56,0,43
contexto_2024,63,quantidade_matricula_fundamental_5_ano,numeric,double,56,0,44
contexto_2024,64,quantidade_matricula_fundamental_anos_finais,numeric,double,56,0,50
contexto_2024,65,quantidade_matricula_eja,numeric,double,56,0,26
contexto_2024,66,quantidade_matricula_especial,numeric,double,56,0,45
contexto_2024,67,quantidade_matricula_especial_comum,numeric,double,56,0,45
contexto_2024,68,quantidade_matricula_especial_exclusiva,numeric,double,56,0,1
contexto_2024,69,quantidade_matricula_feminino,numeric,double,56,0,51
contexto_2024,70,quantidade_matricula_masculino,numeric,double,56,0,55
contexto_2024,71,quantidade_matricula_branca,numeric,double,56,0,53
contexto_2024,72,quantidade_matricula_preta,numeric,double,56,0,48
contexto_2024,73,quantidade_matricula_parda,numeric,double,56,0,51
contexto_2024,74,quantidade_matricula_amarela,numeric,double,56,0,5
contexto_2024,75,quantidade_matricula_indigena,numeric,double,56,0,6
contexto_2024,76,quantidade_matricula_nao_declarada,numeric,double,56,0,47
contexto_2024,77,quantidade_matricula_fundamental_integral,numeric,double,56,0,36
contexto_2024,78,quantidade_matricula_fundamental_anos_iniciais_integral,numeric,double,56,0,35
contexto_2024,79,quantidade_matricula_fundamental_anos_finais_integral,numeric,double,56,0,34
contexto_2024,80,quantidade_matricula_utiliza_transporte_publico,numeric,double,56,0,31
contexto_2024,81,quantidade_docente_educacao_basica,numeric,double,56,0,39
contexto_2024,82,quantidade_docente_fundamental,numeric,double,56,0,31
contexto_2024,83,quantidade_docente_fundamental_anos_iniciais,numeric,double,56,0,26
contexto_2024,84,quantidade_docente_fundamental_anos_finais,numeric,double,56,0,23
contexto_2024,85,quantidade_docente_especial,numeric,double,56,0,37
contexto_2024,86,quantidade_turma_educacao_basica,numeric,double,56,0,35
contexto_2024,87,quantidade_turma_fundamental,numeric,double,56,0,29
contexto_2024,88,quantidade_turma_fundamental_anos_iniciais,numeric,double,56,0,20
contexto_2024,89,quantidade_turma_fundamental_anos_finais,numeric,double,56,0,16
contexto_2024,90,quantidade_turma_fundamental_integral,numeric,double,56,0,8
contexto_2024,91,quantidade_sala_existente,logical,logical,56,56,0
contexto_2024,92,quantidade_sala_utilizada,numeric,double,56,0,24
contexto_2024,93,quantidade_sala_utilizada_climatizada,numeric,double,56,0,9
contexto_2024,94,quantidade_sala_utilizada_acessivel,numeric,double,56,0,14
contexto_2024,95,agua_potavel,numeric,double,56,0,1
contexto_2024,96,agua_rede_publica,numeric,double,56,0,1
contexto_2024,97,energia_rede_publica,numeric,double,56,0,1
contexto_2024,98,esgoto_rede_publica,numeric,double,56,0,2
contexto_2024,99,biblioteca,numeric,double,56,0,2
contexto_2024,100,biblioteca_sala_leitura,numeric,double,56,0,2
contexto_2024,101,sala_leitura,numeric,double,56,0,2
contexto_2024,102,laboratorio_ciencias,numeric,double,56,0,2
contexto_2024,103,laboratorio_informatica,numeric,double,56,0,2
contexto_2024,104,quadra_esportes,numeric,double,56,0,2
contexto_2024,105,quadra_esportes_coberta,numeric,double,56,0,2
contexto_2024,106,internet,numeric,double,56,0,1
contexto_2024,107,internet_aprendizagem,numeric,double,56,0,2
contexto_2024,108,internet_alunos,numeric,double,56,0,2
contexto_2024,109,acessibilidade_rampas,numeric,double,56,0,2
contexto_2024,110,acessibilidade_corrimao,numeric,double,56,0,2
contexto_2024,111,acessibilidade_pisos_tateis,numeric,double,56,0,2
contexto_2024,112,acessibilidade_elevador,numeric,double,56,0,2
contexto_2024,113,acessibilidade_inexistente,numeric,double,56,0,2
contexto_2024,114,banheiro,numeric,double,56,0,1
contexto_2024,115,banheiro_pne,numeric,double,56,0,2
contexto_2024,116,cozinha,numeric,double,56,0,1
contexto_2024,117,refeitorio,numeric,double,56,0,2
contexto_2024,118,alimentacao,numeric,double,56,0,2
contexto_2024,119,sala_atendimento_especial,numeric,double,56,0,2
contexto_2024,120,quantidade_computador,logical,logical,56,56,0
contexto_2024,121,quantidade_computador_aluno,logical,logical,56,56,0
contexto_2024,122,quantidade_computador_portatil_aluno,numeric,double,56,0,45
contexto_2024,123,quantidade_tablet_aluno,numeric,double,56,0,9
contexto_2024,124,quantidade_profissional_bibliotecario,numeric,double,56,0,5
contexto_2024,125,quantidade_profissional_coordenador,numeric,double,56,0,6
contexto_2024,126,quantidade_profissional_psicologo,numeric,double,56,0,3
contexto_2024,127,quantidade_profissional_assistente_social,numeric,double,56,0,5
contexto_2024,128,quantidade_profissional_monitor,numeric,double,56,0,3
contexto_2024,129,quantidade_profissional_pedagogia,numeric,double,56,0,12
contexto_2024,130,oferta_educacao_infantil,logical,logical,56,0,2
contexto_2024,131,oferta_anos_iniciais,logical,logical,56,0,1
contexto_2024,132,oferta_anos_finais,logical,logical,56,0,2
contexto_2024,133,oferta_eja,logical,logical,56,0,2
contexto_2024,134,oferta_educacao_especial,logical,logical,56,0,2
contexto_2024,135,numero_etapas_amplas_ofertadas,numeric,double,56,0,4
contexto_2024,136,numero_itens_infraestrutura_disponiveis,numeric,double,56,0,1
contexto_2024,137,numero_itens_infraestrutura_presentes,numeric,double,56,0,5
contexto_2024,138,possui_espaco_leitura,logical,logical,56,0,2
contexto_2024,139,possui_recurso_acessibilidade,logical,logical,56,0,2
contexto_2024,140,codigo_situacao_funcionamento,numeric,double,56,0,1
contexto_2024,141,situacao_funcionamento_2024,character,character,56,0,1
contexto_2024,142,codigo_rede_2024,numeric,double,56,0,3
contexto_2024,143,dependencia_administrativa_2024,character,character,56,0,3
contexto_2024,144,alerta_sem_linha_2024,logical,logical,56,0,1
contexto_2024,145,alerta_sem_matriculas_anos_iniciais,logical,logical,56,0,1
contexto_2024,146,alerta_sem_turmas_anos_iniciais,logical,logical,56,0,1
contexto_2024,147,alerta_sem_docentes_anos_iniciais,logical,logical,56,0,1
contexto_2024,148,alerta_matriculas_sem_turmas,logical,logical,56,0,2
contexto_2024,149,alerta_matriculas_sem_docentes,logical,logical,56,0,2
contexto_2024,150,alerta_nao_ativa_2024,logical,logical,56,0,1
contexto_2024,151,caso_historico_administrativo,character,character,56,0,5
contexto_2024,152,requer_revisao_tecnica,logical,logical,56,0,2
contexto_2024,153,motivo_revisao_tecnica,character,character,56,55,1
contexto_2024,154,escola_ativa_2024,logical,logical,56,0,1
contexto_2024,155,vinculo_privado_explicito,logical,logical,56,0,2
contexto_2024,156,grupo_administrativo_2024,character,character,56,0,5
contexto_2024,157,divergencia_censo_cadastro,logical,logical,56,0,2
contexto_2024,158,tipo_divergencia_administrativa,character,character,56,53,3
contexto_2024,159,incluir_universo_municipal_direto_2024,logical,logical,56,0,2
contexto_2024,160,incluir_universo_municipal_ampliado_2024,logical,logical,56,0,2
contexto_2024,161,incluir_contexto_descritivo_2024,logical,logical,56,0,2
contexto_2024,162,motivo_nao_inclusao_universo_estrito,character,character,56,50,3
contexto_2024,163,decisao_manual,character,character,56,0,3
contexto_2024,164,tipo_vinculo_rede_corrigido,character,character,56,53,3
contexto_2024,165,status_rede_2025_corrigido,character,character,56,53,2
contexto_2024,166,observacao_manual,character,character,56,53,3
contexto_2024,167,tipo_vinculo_rede_final,character,character,56,0,5
contexto_2024,168,status_rede_2025_final,character,character,56,0,3
contexto_2024,169,observacao_administrativa_final,character,character,56,0,7
contexto_2024,170,privada_vinculada_final,logical,logical,56,0,2
contexto_2024,171,municipalizada_apos_2024,logical,logical,56,0,2
contexto_2024,172,grupo_administrativo_2024_final,character,character,56,0,5
contexto_2024,173,incluir_rede_municipal_operacional_2025,logical,logical,56,0,2
contexto_2024,174,utilizar_indicadores_matriculas,logical,logical,56,0,1
contexto_2024,175,utilizar_indicadores_turmas_docentes,logical,logical,56,0,2
contexto_2024,176,utilizar_indicadores_infraestrutura,logical,logical,56,0,1
variacao_qualidade,1,id_escola,character,character,280,0,56
variacao_qualidade,2,codigo_inep,character,character,280,280,0
variacao_qualidade,3,nome_canonico,character,character,280,0,56
variacao_qualidade,4,assessora,character,character,280,5,12
variacao_qualidade,5,ano_escolar,integer,integer,280,0,5
variacao_qualidade,6,componente,character,character,280,0,1
variacao_qualidade,7,numero_turmas_2025,numeric,double,280,11,6
variacao_qualidade,8,numero_turmas_2026,numeric,double,280,4,7
variacao_qualidade,9,previstos_2025,numeric,double,280,11,110
variacao_qualidade,10,previstos_2026,numeric,double,280,4,105
variacao_qualidade,11,avaliados_2025,numeric,double,280,11,95
variacao_qualidade,12,avaliados_2026,numeric,double,280,4,103
variacao_qualidade,13,taxa_participacao_2025,numeric,double,280,11,217
variacao_qualidade,14,taxa_participacao_2026,numeric,double,280,4,220
variacao_qualidade,15,proficiencia_media_2025,numeric,double,280,11,261
variacao_qualidade,16,proficiencia_media_2026,numeric,double,280,4,269
variacao_qualidade,17,pct_defasagem_2025,numeric,double,280,11,250
variacao_qualidade,18,pct_defasagem_2026,numeric,double,280,4,261
variacao_qualidade,19,pct_intermediario_2025,numeric,double,280,11,258
variacao_qualidade,20,pct_intermediario_2026,numeric,double,280,4,263
variacao_qualidade,21,pct_adequado_2025,numeric,double,280,11,259
variacao_qualidade,22,pct_adequado_2026,numeric,double,280,4,263
variacao_qualidade,23,presente_2025,logical,logical,280,0,2
variacao_qualidade,24,presente_2026,logical,logical,280,0,2
variacao_qualidade,25,painel_balanceado,logical,logical,280,0,2
variacao_qualidade,26,resultado_disponivel_2025,logical,logical,280,0,2
variacao_qualidade,27,resultado_disponivel_2026,logical,logical,280,0,2
variacao_qualidade,28,painel_resultado_balanceado,logical,logical,280,0,2
variacao_qualidade,29,delta_numero_turmas,numeric,double,280,15,5
variacao_qualidade,30,delta_previstos,numeric,double,280,15,66
variacao_qualidade,31,delta_avaliados,numeric,double,280,15,62
variacao_qualidade,32,delta_participacao,numeric,double,280,15,260
variacao_qualidade,33,delta_proficiencia,numeric,double,280,15,263
variacao_qualidade,34,delta_pct_defasagem,numeric,double,280,15,261
variacao_qualidade,35,delta_pct_intermediario,numeric,double,280,15,263
variacao_qualidade,36,delta_pct_adequado,numeric,double,280,15,264
variacao_qualidade,37,variacao_relativa_previstos,numeric,double,280,15,221
variacao_qualidade,38,variacao_relativa_avaliados,numeric,double,280,15,234
variacao_qualidade,39,participacao_minima_70_ambos,logical,logical,280,15,2
variacao_qualidade,40,participacao_minima_80_ambos,logical,logical,280,15,2
variacao_qualidade,41,participacao_minima_90_ambos,logical,logical,280,15,2
variacao_qualidade,42,aumento_participacao_10pp,logical,logical,280,15,2
variacao_qualidade,43,queda_participacao_10pp,logical,logical,280,15,2
variacao_qualidade,44,mudanca_previstos_20pct,logical,logical,280,15,2
variacao_qualidade,45,turma_escola_pequena_2025,logical,logical,280,11,2
variacao_qualidade,46,turma_escola_pequena_2026,logical,logical,280,4,2
variacao_qualidade,47,observacao_composicao,character,character,280,0,8
base_integrada_anterior,1,id_escola,character,character,280,0,56
base_integrada_anterior,2,codigo_inep,character,character,280,280,0
base_integrada_anterior,3,nome_canonico,character,character,280,0,56
base_integrada_anterior,4,assessora,character,character,280,5,12
base_integrada_anterior,5,ano_escolar,integer,integer,280,0,5
base_integrada_anterior,6,componente,character,character,280,0,1
base_integrada_anterior,7,numero_turmas_2025,numeric,double,280,11,6
base_integrada_anterior,8,numero_turmas_2026,numeric,double,280,4,7
base_integrada_anterior,9,previstos_2025,numeric,double,280,11,110
base_integrada_anterior,10,previstos_2026,numeric,double,280,4,105
base_integrada_anterior,11,avaliados_2025,numeric,double,280,11,95
base_integrada_anterior,12,avaliados_2026,numeric,double,280,4,103
base_integrada_anterior,13,taxa_participacao_2025,numeric,double,280,11,217
base_integrada_anterior,14,taxa_participacao_2026,numeric,double,280,4,220
base_integrada_anterior,15,proficiencia_media_2025,numeric,double,280,11,261
base_integrada_anterior,16,proficiencia_media_2026,numeric,double,280,4,269
base_integrada_anterior,17,pct_defasagem_2025,numeric,double,280,11,250
base_integrada_anterior,18,pct_defasagem_2026,numeric,double,280,4,261
base_integrada_anterior,19,pct_intermediario_2025,numeric,double,280,11,258
base_integrada_anterior,20,pct_intermediario_2026,numeric,double,280,4,263
base_integrada_anterior,21,pct_adequado_2025,numeric,double,280,11,259
base_integrada_anterior,22,pct_adequado_2026,numeric,double,280,4,263
base_integrada_anterior,23,presente_2025,logical,logical,280,0,2
base_integrada_anterior,24,presente_2026,logical,logical,280,0,2
base_integrada_anterior,25,painel_balanceado,logical,logical,280,0,2
base_integrada_anterior,26,resultado_disponivel_2025,logical,logical,280,0,2
base_integrada_anterior,27,resultado_disponivel_2026,logical,logical,280,0,2
base_integrada_anterior,28,painel_resultado_balanceado,logical,logical,280,0,2
base_integrada_anterior,29,delta_numero_turmas,numeric,double,280,15,5
base_integrada_anterior,30,delta_previstos,numeric,double,280,15,66
base_integrada_anterior,31,delta_avaliados,numeric,double,280,15,62
base_integrada_anterior,32,delta_participacao,numeric,double,280,15,260
base_integrada_anterior,33,delta_proficiencia,numeric,double,280,15,263
base_integrada_anterior,34,delta_pct_defasagem,numeric,double,280,15,261
base_integrada_anterior,35,delta_pct_intermediario,numeric,double,280,15,263
base_integrada_anterior,36,delta_pct_adequado,numeric,double,280,15,264
base_integrada_anterior,37,variacao_relativa_previstos,numeric,double,280,15,221
base_integrada_anterior,38,variacao_relativa_avaliados,numeric,double,280,15,234
base_integrada_anterior,39,participacao_minima_70_ambos,logical,logical,280,15,2
base_integrada_anterior,40,participacao_minima_80_ambos,logical,logical,280,15,2
base_integrada_anterior,41,participacao_minima_90_ambos,logical,logical,280,15,2
base_integrada_anterior,42,aumento_participacao_10pp,logical,logical,280,15,2
base_integrada_anterior,43,queda_participacao_10pp,logical,logical,280,15,2
base_integrada_anterior,44,mudanca_previstos_20pct,logical,logical,280,15,2
base_integrada_anterior,45,turma_escola_pequena_2025,logical,logical,280,11,2
base_integrada_anterior,46,turma_escola_pequena_2026,logical,logical,280,4,2
base_integrada_anterior,47,observacao_composicao,character,character,280,0,8
base_integrada_anterior,48,dependencia_administrativa_2024,character,character,280,0,3
base_integrada_anterior,49,situacao_funcionamento_2024,character,character,280,0,1
base_integrada_anterior,50,tipo_vinculo_rede_final,character,character,280,0,5
base_integrada_anterior,51,status_rede_2025_final,character,character,280,0,3
base_integrada_anterior,52,grupo_administrativo_2024_final,character,character,280,0,5
base_integrada_anterior,53,municipalizada_apos_2024,logical,logical,280,0,2
base_integrada_anterior,54,privada_vinculada_final,logical,logical,280,0,2
base_integrada_anterior,55,incluir_universo_municipal_direto_2024,logical,logical,280,0,2
base_integrada_anterior,56,incluir_universo_municipal_ampliado_2024,logical,logical,280,0,2
base_integrada_anterior,57,incluir_rede_municipal_operacional_2025,logical,logical,280,0,2
base_integrada_anterior,58,utilizar_indicadores_matriculas,logical,logical,280,0,1
base_integrada_anterior,59,utilizar_indicadores_turmas_docentes,logical,logical,280,0,2
base_integrada_anterior,60,utilizar_indicadores_infraestrutura,logical,logical,280,0,1
base_integrada_anterior,61,matriculas_anos_iniciais,numeric,double,280,0,51
base_integrada_anterior,62,turmas_anos_iniciais,numeric,double,280,0,20
base_integrada_anterior,63,docentes_anos_iniciais,numeric,double,280,0,26
base_integrada_anterior,64,alunos_por_turma_anos_iniciais,numeric,double,280,5,50
base_integrada_anterior,65,alunos_por_docente_anos_iniciais,numeric,double,280,5,55
base_integrada_anterior,66,porte_anos_iniciais,character,character,280,0,4
base_integrada_anterior,67,quartil_porte_anos_iniciais,numeric,double,280,0,4
base_integrada_anterior,68,pct_matriculas_anos_iniciais_integral,numeric,double,280,0,38
base_integrada_anterior,69,pct_matriculas_educacao_especial,numeric,double,280,0,56
base_integrada_anterior,70,pct_matriculas_transporte_publico,numeric,double,280,0,42
base_integrada_anterior,71,pct_matriculas_preta_parda_indigena,numeric,double,280,0,56
base_integrada_anterior,72,numero_etapas_amplas_ofertadas,numeric,double,280,0,4
base_integrada_anterior,73,indice_infraestrutura_basica,numeric,double,280,0,5
base_integrada_anterior,74,possui_espaco_leitura,logical,logical,280,0,2
base_integrada_anterior,75,possui_recurso_acessibilidade,logical,logical,280,0,2
base_integrada_anterior,76,requer_revisao_tecnica,logical,logical,280,0,2
base_integrada_anterior,77,motivo_revisao_tecnica,character,character,280,275,1
base_integrada_anterior,78,observacao_administrativa_final,character,character,280,0,7
base_integrada_anterior,79,contexto_2024_encontrado,logical,logical,280,0,1
base_integrada_anterior,80,peso_medio_avaliados,numeric,double,280,15,142
base_integrada_anterior,81,amostra_principal_descritiva,logical,logical,280,0,2
base_integrada_anterior,82,amostra_municipal_direta_2024,logical,logical,280,0,2
base_integrada_anterior,83,amostra_municipal_ampliada_2024,logical,logical,280,0,2
base_integrada_anterior,84,amostra_rede_operacional_2025,logical,logical,280,0,2
estratos_corrigidos,1,id_escola,character,character,265,0,54
estratos_corrigidos,2,codigo_inep,character,character,265,265,0
estratos_corrigidos,3,nome_canonico,character,character,265,0,54
estratos_corrigidos,4,assessora,character,character,265,1,12
estratos_corrigidos,5,ano_escolar,integer,integer,265,0,5
estratos_corrigidos,6,componente,character,character,265,0,1
estratos_corrigidos,7,numero_turmas_2025,numeric,double,265,0,6
estratos_corrigidos,8,numero_turmas_2026,numeric,double,265,0,7
estratos_corrigidos,9,previstos_2025,numeric,double,265,0,110
estratos_corrigidos,10,previstos_2026,numeric,double,265,0,101
estratos_corrigidos,11,avaliados_2025,numeric,double,265,0,94
estratos_corrigidos,12,avaliados_2026,numeric,double,265,0,97
estratos_corrigidos,13,taxa_participacao_2025,numeric,double,265,0,216
estratos_corrigidos,14,taxa_participacao_2026,numeric,double,265,0,212
estratos_corrigidos,15,proficiencia_media_2025,numeric,double,265,0,258
estratos_corrigidos,16,proficiencia_media_2026,numeric,double,265,0,261
estratos_corrigidos,17,pct_defasagem_2025,numeric,double,265,0,248
estratos_corrigidos,18,pct_defasagem_2026,numeric,double,265,0,253
estratos_corrigidos,19,pct_intermediario_2025,numeric,double,265,0,254
estratos_corrigidos,20,pct_intermediario_2026,numeric,double,265,0,257
estratos_corrigidos,21,pct_adequado_2025,numeric,double,265,0,256
estratos_corrigidos,22,pct_adequado_2026,numeric,double,265,0,257
estratos_corrigidos,23,presente_2025,logical,logical,265,0,1
estratos_corrigidos,24,presente_2026,logical,logical,265,0,1
estratos_corrigidos,25,painel_balanceado,logical,logical,265,0,1
estratos_corrigidos,26,resultado_disponivel_2025,logical,logical,265,0,1
estratos_corrigidos,27,resultado_disponivel_2026,logical,logical,265,0,1
estratos_corrigidos,28,painel_resultado_balanceado,logical,logical,265,0,1
estratos_corrigidos,29,delta_numero_turmas,numeric,double,265,0,5
estratos_corrigidos,30,delta_previstos,numeric,double,265,0,66
estratos_corrigidos,31,delta_avaliados,numeric,double,265,0,62
estratos_corrigidos,32,delta_participacao,numeric,double,265,0,260
estratos_corrigidos,33,delta_proficiencia,numeric,double,265,0,263
estratos_corrigidos,34,delta_pct_defasagem,numeric,double,265,0,261
estratos_corrigidos,35,delta_pct_intermediario,numeric,double,265,0,263
estratos_corrigidos,36,delta_pct_adequado,numeric,double,265,0,264
estratos_corrigidos,37,variacao_relativa_previstos,numeric,double,265,0,221
estratos_corrigidos,38,variacao_relativa_avaliados,numeric,double,265,0,234
estratos_corrigidos,39,participacao_minima_70_ambos,logical,logical,265,0,2
estratos_corrigidos,40,participacao_minima_80_ambos,logical,logical,265,0,2
estratos_corrigidos,41,participacao_minima_90_ambos,logical,logical,265,0,2
estratos_corrigidos,42,aumento_participacao_10pp,logical,logical,265,0,2
estratos_corrigidos,43,queda_participacao_10pp,logical,logical,265,0,2
estratos_corrigidos,44,mudanca_previstos_20pct,logical,logical,265,0,2
estratos_corrigidos,45,turma_escola_pequena_2025,logical,logical,265,0,2
estratos_corrigidos,46,turma_escola_pequena_2026,logical,logical,265,0,2
estratos_corrigidos,47,observacao_composicao,character,character,265,0,7
estratos_corrigidos,48,dependencia_administrativa_2024,character,character,265,0,3
estratos_corrigidos,49,situacao_funcionamento_2024,character,character,265,0,1
estratos_corrigidos,50,tipo_vinculo_rede_final,character,character,265,0,5
estratos_corrigidos,51,status_rede_2025_final,character,character,265,0,2
estratos_corrigidos,52,grupo_administrativo_2024_final,character,character,265,0,4
estratos_corrigidos,53,municipalizada_apos_2024,logical,logical,265,0,2
estratos_corrigidos,54,privada_vinculada_final,logical,logical,265,0,2
estratos_corrigidos,55,incluir_universo_municipal_direto_2024,logical,logical,265,0,2
estratos_corrigidos,56,incluir_universo_municipal_ampliado_2024,logical,logical,265,0,2
estratos_corrigidos,57,incluir_rede_municipal_operacional_2025,logical,logical,265,0,2
estratos_corrigidos,58,utilizar_indicadores_matriculas,logical,logical,265,0,1
estratos_corrigidos,59,utilizar_indicadores_turmas_docentes,logical,logical,265,0,2
estratos_corrigidos,60,utilizar_indicadores_infraestrutura,logical,logical,265,0,1
estratos_corrigidos,61,matriculas_anos_iniciais,numeric,double,265,0,49
estratos_corrigidos,62,turmas_anos_iniciais,numeric,double,265,0,20
estratos_corrigidos,63,docentes_anos_iniciais,numeric,double,265,0,24
estratos_corrigidos,64,alunos_por_turma_anos_iniciais,numeric,double,265,1,48
estratos_corrigidos,65,alunos_por_docente_anos_iniciais,numeric,double,265,1,53
estratos_corrigidos,66,porte_anos_iniciais,character,character,265,0,4
estratos_corrigidos,67,quartil_porte_anos_iniciais,numeric,double,265,0,4
estratos_corrigidos,68,pct_matriculas_anos_iniciais_integral,numeric,double,265,0,38
estratos_corrigidos,69,pct_matriculas_educacao_especial,numeric,double,265,0,54
estratos_corrigidos,70,pct_matriculas_transporte_publico,numeric,double,265,0,42
estratos_corrigidos,71,pct_matriculas_preta_parda_indigena,numeric,double,265,0,54
estratos_corrigidos,72,numero_etapas_amplas_ofertadas,numeric,double,265,0,4
estratos_corrigidos,73,indice_infraestrutura_basica,numeric,double,265,0,5
estratos_corrigidos,74,possui_espaco_leitura,logical,logical,265,0,2
estratos_corrigidos,75,possui_recurso_acessibilidade,logical,logical,265,0,2
estratos_corrigidos,76,requer_revisao_tecnica,logical,logical,265,0,2
estratos_corrigidos,77,motivo_revisao_tecnica,character,character,265,264,1
estratos_corrigidos,78,observacao_administrativa_final,character,character,265,0,6
estratos_corrigidos,79,contexto_2024_encontrado,logical,logical,265,0,1
estratos_corrigidos,80,peso_medio_avaliados,numeric,double,265,0,142
estratos_corrigidos,81,amostra_principal_descritiva,logical,logical,265,0,1
estratos_corrigidos,82,amostra_municipal_direta_2024,logical,logical,265,0,2
