Avaliação;Rede;Ano Escolar;Componente Curricular;Estado;Regional;Município;Escola;Código da Turma;Turma;Previstos;Avaliados;Avaliados (%);Proficiência Média;Defasagem;Aprendizado intermediário;Aprendizado adequado;H 01 (%);H 02 (%);H 03 (%);H 04 (%);H 05 (%);H 06 (%);H 07 (%);H 08 (%);H 09 (%)
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PORTO NOVO; 21192411500000001;11;23;17;74;51;24%;47%;29%;78;82;59;24;76;35;65;24;44
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PORTO NOVO; 21192411500000002;12;24;16;67;86;6%;13%;81%;88;83;52;77;72;92;81;70;84
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEM EMILIO MEYER; 21192411500000019;11;19;12;63;70;25%;8%;67%;75;82;75;39;67;83;79;55;55
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEM EMILIO MEYER; 21192411500000020;12;21;15;71;85;0%;13%;87%;93;90;69;51;89;80;70;53;77
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEM EMILIO MEYER; 21192411500000021;13;18;16;89;85;0%;19%;81%;92;90;65;63;69;75;91;81;88
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEM EMILIO MEYER; 21192411500000022;14;21;11;52;75;9%;27%;64%;88;91;58;45;73;64;77;68;82
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO; 21192411500000052;1A;13;13;100;100;0%;0%;100%;100;96;82;100;100;100;96;85;92
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;6001 EEF PEQUENA CASA DA CRIANCA; 21192411500000061;10;16;11;69;26;55%;36%;9%;58;50;30;21;45;24;32;14;59
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;6001 EEF PEQUENA CASA DA CRIANCA; 21192411500000062;11;16;13;81;59;8%;62%;31%;85;85;64;28;81;49;62;35;46
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;6001 EEF PEQUENA CASA DA CRIANCA; 21192411500000063;12;14;12;86;92;0%;17%;83%;86;100;81;75;75;81;88;83;92
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF AFONSO GUERREIRO LIMA; 21192411500000076;11;22;15;68;35;60%;13%;27%;36;85;48;42;33;29;57;67;64
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF AFONSO GUERREIRO LIMA; 21192411500000077;12;21;17;81;35;41%;47%;12%;61;35;46;33;47;47;44;31;32
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF AFONSO GUERREIRO LIMA; 21192411500000078;13;22;13;59;59;15%;38%;46%;82;75;47;44;85;59;50;23;88
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF AFONSO GUERREIRO LIMA; 21192411500000079;14;22;19;86;79;0%;26%;74%;86;87;61;70;100;44;66;66;68
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF AMERICA; 21192411500000109;11;23;18;78;25;56%;44%;0%;57;63;38;17;33;47;50;19;38
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF AMERICA; 21192411500000110;12;24;20;83;27;55%;40%;5%;57;63;39;16;31;47;50;21;28
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF ARAMY SILVA; 21192411500000127;11;22;15;68;57;33%;13%;53%;71;69;47;49;68;67;62;38;68
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF ARAMY SILVA; 21192411500000128;12;20;18;90;86;11%;6%;83%;94;82;74;76;85;74;94;62;83
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF ARAMY SILVA; 21192411500000129;13;21;16;76;62;19%;38%;44%;79;88;54;35;59;48;81;38;59
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF ARAMY SILVA; 21192411500000130;14;20;15;75;95;0%;7%;93%;91;87;87;91;97;84;90;83;90
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DECIO MARTINS COSTA; 21192411500000161;11;23;16;70;35;50%;31%;19%;65;28;56;17;19;58;56;41;56
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DECIO MARTINS COSTA; 21192411500000162;12;23;19;83;36;47%;32%;21%;43;56;33;39;60;43;56;38;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DECIO MARTINS COSTA; 21192411500000163;13;27;22;81;32;64%;9%;27%;40;59;39;21;53;42;37;32;56
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DECIO MARTINS COSTA; 21192411500000164;14;25;19;76;39;47%;42%;11%;70;35;39;39;42;47;39;38;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DOLORES ALCARAZ CALDAS; 21192411500000196;11;24;15;63;33;53%;33%;13%;80;54;26;40;30;31;40;46;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DOLORES ALCARAZ CALDAS; 21192411500000197;12;26;17;65;24;59%;35%;6%;49;25;42;26;46;35;50;23;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DOLORES ALCARAZ CALDAS; 21192411500000198;13;25;19;76;56;32%;21%;47%;65;74;52;53;74;65;59;42;68
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DOLORES ALCARAZ CALDAS; 21192411500000199;14;22;13;59;33;54%;31%;15%;64;20;54;72;35;31;42;33;85
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DOLORES ALCARAZ CALDAS; 21192411500000200;15;22;14;64;38;50%;29%;21%;71;59;50;23;29;55;46;25;68
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DOLORES ALCARAZ CALDAS; 21192411500000201;16;23;16;70;53;38%;25%;38%;73;64;60;61;59;73;83;69;68
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE LOUREIRO DA SILVA; 21192411500000238;11;19;11;58;99;0%;0%;100%;94;100;82;82;100;94;91;100;95
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE LOUREIRO DA SILVA; 21192411500000239;12;20;11;55;92;0%;9%;91%;76;73;82;88;86;88;82;68;91
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE LOUREIRO DA SILVA; 21192411500000240;13;20;8;40;90;0%;0%;100%;92;100;63;71;100;63;75;81;88
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE LOUREIRO DA SILVA; 21192411500000241;14;20;12;60;71;8%;17%;75%;83;96;53;31;92;56;83;13;58
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA; 21192411500000273;11;22;18;82;50;33%;28%;39%;75;36;61;45;20;72;91;73;59
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA; 21192411500000274;12;23;18;78;21;78%;17%;6%;57;78;19;13;41;22;56;18;19
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA; 21192411500000275;13;23;20;87;54;25%;40%;35%;73;73;47;53;45;63;50;44;58
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA; 21192411500000276;14;22;19;86;28;63%;32%;5%;42;55;28;23;74;44;61;18;19
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF NOSSA SENHORA DE FATIMA; 21192411500000314;11;21;15;71;47;47%;27%;27%;60;64;56;47;60;50;50;50;71
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF NOSSA SENHORA DE FATIMA; 21192411500000315;12;24;14;58;18;79%;14%;7%;51;36;11;28;40;33;45;25;42
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF NOSSA SENHORA DE FATIMA; 21192411500000316;13;25;15;60;72;0%;40%;60%;78;73;73;62;96;60;60;42;75
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PEPITA DE LEAO; 21192411500000341;11;21;12;57;83;8%;17%;75%;83;92;78;75;83;78;85;71;67
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PEPITA DE LEAO; 21192411500000342;12;23;18;78;87;0%;17%;83%;89;83;74;83;83;76;72;47;92
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PEPITA DE LEAO; 21192411500000343;13;23;21;91;92;0%;10%;90%;87;0;90;92;50;94;86;90;93
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PRESIDENTE VARGAS; 21192411500000362;11;23;18;78;63;17%;39%;44%;82;76;46;45;91;46;78;44;58
