ano,periodo_programa,exposicao_programa,id_escola,codigo_inep,nome_canonico,assessora,ano_escolar,componente,avaliacao,numero_turmas,previstos,avaliados,proficiencia_min_turma,proficiencia_max_turma,desvio_proficiencia_entre_turmas,cv_proficiencia_entre_turmas,menor_participacao_turma,maior_participacao_turma,taxa_participacao,proficiencia_media,pct_defasagem,pct_intermediario,pct_adequado,soma_niveis_aprendizagem,diferenca_soma_100,participacao_70,participacao_80,participacao_90,presente_2025,presente_2026,painel_balanceado
2025,linha_base_pre_programa,0,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,3,Língua Portuguesa,1ª Avaliação Formativa,2,54,47,47,57,7.0710678118654755,13.59820733051053,80.76923076923077,92.85714285714286,87.03703703703704,52.53191489361702,31.893617021276597,27.46808510638298,40.191489361702125,99.5531914893617,0.44680851063830573,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,3,Língua Portuguesa,1ª Avaliação Formativa,2,52,49,64,77,9.192388155425117,13.038848447411514,92.3076923076923,96.15384615384616,94.23076923076923,70.63265306122449,12.346938775510203,26.428571428571427,61.734693877551024,100.51020408163265,0.5102040816326507,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2025,linha_base_pre_programa,0,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,4,Língua Portuguesa,1ª Avaliação Formativa,2,56,51,61,75,9.899494936611665,14.558080789134802,89.28571428571429,92.85714285714286,91.07142857142857,68.13725490196079,13.96078431372549,35.333333333333336,51.21568627450981,100.50980392156863,0.5098039215686327,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,4,Língua Portuguesa,1ª Avaliação Formativa,2,45,42,67,76,6.363961030678928,8.900644798152348,91.30434782608695,95.45454545454544,93.33333333333333,71.5,14,29.5,57,100.5,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2025,linha_base_pre_programa,0,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,5,Língua Portuguesa,1ª Avaliação Formativa,2,52,47,69,80,7.7781745930520225,10.440502809465803,83.33333333333333,96.42857142857144,90.38461538461539,73.68085106382979,10.74468085106383,23.617021276595743,66.2127659574468,100.57446808510637,0.5744680851063748,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,5,Língua Portuguesa,1ª Avaliação Formativa,2,55,52,69,76,4.949747468305833,6.8272378873183905,91.66666666666669,96.7741935483871,94.54545454545455,73.03846153846153,8.26923076923077,39.80769230769231,51.92307692307692,100,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2025,linha_base_pre_programa,0,ESC_007,,EMEF CHAPEU DO SOL,ruti,1,Língua Portuguesa,1ª Avaliação Formativa,5,114,77,16,92,34.193566646373704,66.01074642157086,47.61904761904762,80,67.54385964912281,45.285714285714285,42.714285714285715,24.818181818181817,32.467532467532465,100,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_007,,EMEF CHAPEU DO SOL,ruti,1,Língua Portuguesa,1ª Avaliação Formativa,5,95,81,7,24,7.12039324756716,50.14361441948704,73.6842105263158,94.11764705882354,85.26315789473684,13.777777777777779,84.18518518518519,8.012345679012345,7.802469135802469,100,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2025,linha_base_pre_programa,0,ESC_007,,EMEF CHAPEU DO SOL,ruti,2,Língua Portuguesa,1ª Avaliação Formativa,4,98,74,32,75,19.465781943365815,35.23218451287931,62.5,91.66666666666669,75.51020408163265,56.486486486486484,37.71621621621622,20.18918918918919,41.891891891891895,99.79729729729729,0.20270270270270885,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
2026,pos_inicio_programa,1,ESC_007,,EMEF CHAPEU DO SOL,ruti,2,Língua Portuguesa,1ª Avaliação Formativa,5,111,97,24,72,20.15688467993008,33.82027630860752,81.81818181818181,95.45454545454544,87.38738738738739,58.88659793814433,26.804123711340207,27,46.1958762886598,100,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
