id_escola,codigo_inep,nome_canonico,nome_vinculo_original,assessora,tipo_vinculo_rede,status_rede_2025,observacao_historico,ano_contexto,fonte_contexto,contexto_pre_programa,rede,tipo_categoria_escola_privada,tipo_localizacao,tipo_localizacao_diferenciada,tipo_situacao_funcionamento,poder_publico_parceria,tipo_poder_publico_parceria,conveniada_poder_publico,tipo_convenio_poder_publico,matriculas_anos_iniciais,turmas_anos_iniciais,docentes_anos_iniciais,alunos_por_turma_anos_iniciais,alunos_por_docente_anos_iniciais,porte_anos_iniciais,quartil_porte_anos_iniciais,pct_matriculas_anos_iniciais_integral,pct_matriculas_educacao_especial,pct_matriculas_transporte_publico,pct_matriculas_preta_parda_indigena,indice_infraestrutura_basica,nome_inep,chave_nome,metodo_correspondencia_inep,status_codigo_inep,observacao_codigo_inep,exposicao_2025_1av,programa_iniciado_apos_2025_1av,dose_assessoramento_observada,possivel_municipalizacao_recente,escola_nova_recente,status_validacao,ano,sigla_uf,id_municipio,vinculo_secretaria_educacao,etapa_ensino_infantil,etapa_ensino_fundamental,etapa_ensino_fundamental_anos_iniciais,etapa_ensino_fundamental_anos_finais,etapa_ensino_medio,etapa_ensino_eja,etapa_ensino_especial,quantidade_matricula_educacao_basica,quantidade_matricula_infantil,quantidade_matricula_fundamental,quantidade_matricula_fundamental_anos_iniciais,quantidade_matricula_fundamental_1_ano,quantidade_matricula_fundamental_2_ano,quantidade_matricula_fundamental_3_ano,quantidade_matricula_fundamental_4_ano,quantidade_matricula_fundamental_5_ano,quantidade_matricula_fundamental_anos_finais,quantidade_matricula_eja,quantidade_matricula_especial,quantidade_matricula_especial_comum,quantidade_matricula_especial_exclusiva,quantidade_matricula_feminino,quantidade_matricula_masculino,quantidade_matricula_branca,quantidade_matricula_preta,quantidade_matricula_parda,quantidade_matricula_amarela,quantidade_matricula_indigena,quantidade_matricula_nao_declarada,quantidade_matricula_fundamental_integral,quantidade_matricula_fundamental_anos_iniciais_integral,quantidade_matricula_fundamental_anos_finais_integral,quantidade_matricula_utiliza_transporte_publico,quantidade_docente_educacao_basica,quantidade_docente_fundamental,quantidade_docente_fundamental_anos_iniciais,quantidade_docente_fundamental_anos_finais,quantidade_docente_especial,quantidade_turma_educacao_basica,quantidade_turma_fundamental,quantidade_turma_fundamental_anos_iniciais,quantidade_turma_fundamental_anos_finais,quantidade_turma_fundamental_integral,quantidade_sala_existente,quantidade_sala_utilizada,quantidade_sala_utilizada_climatizada,quantidade_sala_utilizada_acessivel,agua_potavel,agua_rede_publica,energia_rede_publica,esgoto_rede_publica,biblioteca,biblioteca_sala_leitura,sala_leitura,laboratorio_ciencias,laboratorio_informatica,quadra_esportes,quadra_esportes_coberta,internet,internet_aprendizagem,internet_alunos,acessibilidade_rampas,acessibilidade_corrimao,acessibilidade_pisos_tateis,acessibilidade_elevador,acessibilidade_inexistente,banheiro,banheiro_pne,cozinha,refeitorio,alimentacao,sala_atendimento_especial,quantidade_computador,quantidade_computador_aluno,quantidade_computador_portatil_aluno,quantidade_tablet_aluno,quantidade_profissional_bibliotecario,quantidade_profissional_coordenador,quantidade_profissional_psicologo,quantidade_profissional_assistente_social,quantidade_profissional_monitor,quantidade_profissional_pedagogia,oferta_educacao_infantil,oferta_anos_iniciais,oferta_anos_finais,oferta_eja,oferta_educacao_especial,numero_etapas_amplas_ofertadas,numero_itens_infraestrutura_disponiveis,numero_itens_infraestrutura_presentes,possui_espaco_leitura,possui_recurso_acessibilidade,codigo_situacao_funcionamento,situacao_funcionamento_2024,codigo_rede_2024,dependencia_administrativa_2024,alerta_sem_linha_2024,alerta_sem_matriculas_anos_iniciais,alerta_sem_turmas_anos_iniciais,alerta_sem_docentes_anos_iniciais,alerta_matriculas_sem_turmas,alerta_matriculas_sem_docentes,alerta_nao_ativa_2024,caso_historico_administrativo,requer_revisao_tecnica,motivo_revisao_tecnica,escola_ativa_2024,vinculo_privado_explicito,grupo_administrativo_2024,divergencia_censo_cadastro,tipo_divergencia_administrativa,incluir_universo_municipal_direto_2024,incluir_universo_municipal_ampliado_2024,incluir_contexto_descritivo_2024,motivo_nao_inclusao_universo_estrito
ESC_010,43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,495,19,27,26.05263157894737,18.333333333333332,300 a 499 matrículas,4,0.202020202020202,7.142857142857143,0.5175983436853002,35.40372670807454,100,EMEF DEP MARCIRIO GOULART LOUREIRO,EMEF DEP MARCIRIO GOULART LOUREIRO,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,1,1,966,0,850,495,96,104,103,106,86,355,116,69,69,0,446,520,443,175,167,0,0,181,2,1,1,5,52,46,27,22,52,39,32,19,13,0,,20,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,,,418,0,0,1,0,0,0,3,FALSE,TRUE,TRUE,TRUE,TRUE,3,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_011,43109225,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,clarissa,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,581,23,37,25.26086956521739,15.702702702702704,500 matrículas ou mais,4,1.8932874354561104,7.331136738056013,0.4942339373970346,35.667215815485996,100,EMEF DEP VICTOR ISSLER,EMEF DEP VICTOR ISSLER,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,1,1,1214,0,1016,581,118,124,130,102,107,435,198,89,89,0,588,626,724,203,229,2,1,55,17,11,6,6,69,63,37,32,68,45,39,23,16,0,,22,7,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,410,0,4,3,0,0,0,8,FALSE,TRUE,TRUE,TRUE,TRUE,3,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_012,43105483,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,jalize,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,677,27,31,25.074074074074073,21.838709677419356,500 matrículas ou mais,4,20.236336779911372,6.896551724137931,3.8314176245210727,39.00383141762452,90,EMEF DOLORES ALCARAZ CALDAS,EMEF DOLORES ALCARAZ CALDAS,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,1305,78,1143,677,182,130,160,97,108,466,84,90,90,0,630,675,698,261,245,1,3,97,209,137,72,50,64,57,31,31,64,53,45,27,18,0,,25,7,7,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,,,120,0,3,2,1,2,0,8,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,9,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_013,43106331,EMEF ESPIRITO SANTO,EMEF ESPIRITO SANTO,priscila,rede_municipal_direta_ou_nao_classificada,vinculo_estadual_em_2025_a_confirmar,municipalização recente,2024,Censo Escolar/INEP via Base dos Dados,TRUE,2,,1,0,1,0,,,,54,4,5,13.5,10.8,Até 149 matrículas,1,0,0,0,61.111111111111114,60,ESC EST ENS FUN ESPIRITO SANTO,EMEF ESPIRITO SANTO,aceite_manual,consolidado,municipalização recente,0,TRUE,FALSE,TRUE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,0,0,0,0,54,0,54,54,16,13,14,11,0,0,0,0,0,0,26,28,14,19,14,0,0,7,0,0,0,0,5,5,5,0,0,4,4,4,0,0,,6,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,,,30,0,0,0,0,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,1,10,6,TRUE,TRUE,1,Em atividade,2,Estadual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Escola estadual no Censo 2024; municipalização posterior a confirmar,FALSE,,TRUE,FALSE,Rede estadual em 2024,FALSE,,FALSE,FALSE,TRUE,Dependência estadual no Censo 2024
ESC_014,43106382,EMEF EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,jalize,rede_municipal_direta_ou_nao_classificada,vinculo_estadual_em_2025_a_confirmar,municipalização recente,2024,Censo Escolar/INEP via Base dos Dados,TRUE,2,,1,0,1,0,,,,100,5,7,20,14.285714285714286,Até 149 matrículas,1,0,1,0,33,70,ESC EST ENS FUN EVARISTO GONCALVES NETTO,EMEF EVARISTO GONCALVES NETTO,aceite_manual,consolidado,municipalização recente,0,TRUE,FALSE,TRUE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,0,0,0,1,100,0,100,100,19,23,24,17,17,0,0,1,1,0,49,51,42,20,13,0,0,25,0,0,0,0,7,7,7,0,2,5,5,5,0,0,,5,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,,,30,0,0,0,0,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,1,10,7,TRUE,FALSE,1,Em atividade,2,Estadual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Escola estadual no Censo 2024; municipalização posterior a confirmar,FALSE,,TRUE,FALSE,Rede estadual em 2024,FALSE,,FALSE,FALSE,TRUE,Dependência estadual no Censo 2024
ESC_015,43109233,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,amanda,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,255,13,22,19.615384615384617,11.590909090909092,150 a 299 matrículas,2,0,5.743243243243243,3.2094594594594597,41.0472972972973,100,EMEF GABRIEL OBINO,EMEF GABRIEL OBINO,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,592,82,463,255,53,48,51,56,47,208,47,34,34,0,289,303,319,110,131,1,2,29,0,0,0,19,42,38,22,21,38,32,24,13,11,0,,28,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,332,0,2,2,0,0,0,6,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_016,43107508,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,clarissa,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,585,24,28,24.375,20.892857142857142,500 matrículas ou mais,4,8.376068376068377,8.389830508474576,0.2542372881355932,38.47457627118644,90,EMEF GOV ILDO MENEGHETTI,EMEF GOV ILDO MENEGHETTI,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,1180,34,994,585,109,125,105,124,122,409,152,99,99,0,619,561,703,241,211,4,2,19,49,49,0,3,59,49,28,25,54,48,41,24,17,0,,25,0,12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,,,450,0,4,2,0,0,0,5,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,9,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_017,43108571,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,andreia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,470,20,25,23.5,18.8,300 a 499 matrículas,3,24.46808510638298,7.762096774193548,0.907258064516129,42.54032258064516,80,EMEF GRANDE ORIENTE DO RGS,EMEF GRANDE ORIENTE DO RGS,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,992,49,780,470,95,86,99,87,103,310,163,77,77,0,508,484,487,221,197,2,4,81,197,115,82,9,57,44,25,25,54,44,34,20,14,0,,28,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,,,366,0,1,2,0,0,0,4,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,8,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_018,43105548,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,jalize,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,501,19,24,26.36842105263158,20.875,500 matrículas ou mais,4,5.788423153692615,7.265388496468214,11.301715438950556,39.05146316851665,100,EMEF HEITOR VILLA LOBOS,EMEF HEITOR VILLA LOBOS,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,1,1,991,0,861,501,96,98,116,107,84,360,130,72,72,0,477,514,552,174,210,1,3,51,50,29,21,112,47,41,24,22,46,37,32,19,13,0,,20,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,527,0,2,3,0,0,0,7,FALSE,TRUE,TRUE,TRUE,TRUE,3,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_019,43172474,EMEF JEAN PIAGET,EMEF JEAN PIAGET,clarissa,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,379,16,26,23.6875,14.576923076923077,300 a 499 matrículas,3,0,8.375634517766498,1.1421319796954317,30.96446700507614,100,EMEF JEAN PIAGET,EMEF JEAN PIAGET,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,788,58,675,379,69,67,92,84,67,296,55,66,66,0,393,395,515,132,111,4,1,25,0,0,0,9,55,48,26,25,53,36,29,16,13,0,,16,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,,,345,0,4,1,1,1,0,6,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_020,43109217,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,eliane,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,417,20,31,20.85,13.451612903225806,300 a 499 matrículas,3,0,7.159353348729792,4.041570438799076,34.75750577367206,90,EMEF JOAO ANTONIO SATTE,EMEF JOAO ANTONIO SATTE,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,1,1,866,0,788,417,57,63,116,92,89,371,78,62,62,0,403,463,528,150,148,4,3,33,0,0,0,35,58,49,31,25,53,38,34,20,14,0,,21,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,,521,0,3,3,0,0,0,7,FALSE,TRUE,TRUE,TRUE,TRUE,3,10,9,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_021,43219543,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,rede_municipal_direta_ou_nao_classificada,existencia_ou_funcionamento_em_2025_a_confirmar,escola nova,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,70,4,11,17.5,6.363636363636363,Até 149 matrículas,1,0,9.090909090909092,0,24.545454545454547,80,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,EMEF JOAO CARLOS DAVILA PAIXAO CORTES LACADOR,aceite_manual,consolidado,escola nova,0,TRUE,FALSE,FALSE,TRUE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,0,0,0,1,110,40,70,70,25,23,22,0,0,0,0,10,10,0,48,62,80,12,15,0,0,3,0,0,0,0,14,11,11,0,14,6,4,4,0,0,,12,0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,,,102,0,0,1,0,0,0,5,TRUE,TRUE,FALSE,FALSE,TRUE,2,10,8,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,TRUE,Censo 2024 registra escola municipal em atividade; a hipótese de escola nova precisa ser reinterpretada,TRUE,TRUE,TRUE,
ESC_022,43105491,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,jalize,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,477,21,26,22.714285714285715,18.346153846153847,300 a 499 matrículas,3,30.39832285115304,9.821428571428571,2.380952380952381,44.04761904761905,100,EMEF JOSE LOUREIRO DA SILVA,EMEF JOSE LOUREIRO DA SILVA,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,1008,42,816,477,96,87,101,102,91,339,150,99,99,0,508,500,547,241,202,2,1,15,204,145,59,24,57,49,26,24,53,45,35,21,14,0,,24,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,520,2,4,2,0,0,1,6,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_023,43169490,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,nathalia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,329,15,24,21.933333333333337,13.708333333333334,300 a 499 matrículas,2,0,6.185567010309279,0,45.65537555228277,100,EMEF JOSE MARIANO BECK,EMEF JOSE MARIANO BECK,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,679,56,559,329,65,64,72,65,63,230,64,42,42,0,338,341,355,132,177,0,1,14,0,0,0,0,53,45,24,27,45,37,29,15,14,0,,18,1,9,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,,,430,0,2,1,0,0,0,5,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_024,43109209,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,clarissa,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,339,15,27,22.6,12.555555555555555,300 a 499 matrículas,2,20.64896755162242,7.451564828614009,3.5767511177347244,32.04172876304024,90,EMEF LAURO RODRIGUES,EMEF LAURO RODRIGUES,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,671,61,610,339,63,66,80,69,61,271,0,50,50,0,350,321,398,105,110,0,0,58,89,70,19,24,51,47,27,27,49,31,27,15,12,0,,17,0,4,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,,,0,0,3,1,2,1,0,7,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,9,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_025,43109063,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,graziela,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,247,11,21,22.454545454545453,11.761904761904765,150 a 299 matrículas,2,10.121457489878544,7.889908256880734,0,31.743119266055047,100,EMEF LEOCADIA FELIZARDO PRESTES,EMEF LEOCADIA FELIZARDO PRESTES,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,545,78,418,247,42,45,51,74,35,171,49,43,43,0,278,267,261,94,79,1,0,110,42,25,17,0,41,31,21,20,37,28,20,11,9,0,,19,2,10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,,,260,0,2,1,0,0,0,6,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,10,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_026,43109144,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,julia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,563,23,35,24.47826086956522,16.085714285714285,500 matrículas ou mais,4,14.209591474245116,6.009852216748769,0.7881773399014779,36.65024630541872,80,EMEF LIDOVINO FANTON,EMEF LIDOVINO FANTON,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,1,1,1015,63,891,563,94,103,144,120,102,328,61,61,61,0,522,493,543,177,194,4,1,96,116,80,36,8,63,55,35,27,56,45,37,23,14,0,,26,1,3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,,,250,1,2,3,1,1,0,8,TRUE,TRUE,TRUE,TRUE,TRUE,4,10,8,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_027,43183018,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,ruti,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,233,10,20,23.3,11.65,150 a 299 matrículas,1,100,7.960199004975125,6.218905472636816,40.298507462686565,70,EMEF MARIO QUINTANA,EMEF MARIO QUINTANA,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,0,1,1,1,0,0,1,402,0,402,233,49,48,48,45,43,169,0,32,32,0,189,213,215,77,84,0,1,25,365,233,132,25,30,30,20,13,28,18,18,10,8,16,,21,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,,,434,0,0,0,0,0,0,4,FALSE,TRUE,TRUE,FALSE,TRUE,2,10,7,TRUE,TRUE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
ESC_028,43177018,EMEF MIGRANTES,EMEF MIGRANTES,nathalia,rede_municipal_direta_ou_nao_classificada,rede_municipal_direta,,2024,Censo Escolar/INEP via Base dos Dados,TRUE,3,,1,0,1,0,,,,80,5,10,16,8,Até 149 matrículas,1,0,7.975460122699387,0,26.380368098159508,90,EMEF MIGRANTES,EMEF MIGRANTES,exata_normalizada,consolidado,,0,TRUE,FALSE,FALSE,FALSE,codigo_inep_consolidado,2024,RS,4314902,1,1,1,1,1,0,0,1,163,28,135,80,20,20,13,14,13,55,0,13,13,0,67,96,115,9,34,0,0,5,0,0,0,0,19,17,10,10,15,11,9,5,4,0,,10,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,,,118,10,2,2,1,1,0,2,TRUE,TRUE,TRUE,FALSE,TRUE,3,10,9,TRUE,FALSE,1,Em atividade,3,Municipal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,FALSE,Rede municipal direta em 2024,FALSE,,TRUE,TRUE,TRUE,
