fonte,coluna_obrigatoria,presente
base_analitica_final_escola_serie,taxa_participacao_2025,TRUE
base_analitica_final_escola_serie,proficiencia_media_2025,TRUE
base_analitica_final_escola_serie,pct_defasagem_2025,TRUE
base_analitica_final_escola_serie,pct_intermediario_2025,TRUE
base_analitica_final_escola_serie,pct_adequado_2025,TRUE
base_analitica_final_escola_serie,previstos_2026,TRUE
base_analitica_final_escola_serie,avaliados_2026,TRUE
base_analitica_final_escola_serie,taxa_participacao_2026,TRUE
base_analitica_final_escola_serie,proficiencia_media_2026,TRUE
base_analitica_final_escola_serie,pct_defasagem_2026,TRUE
base_analitica_final_escola_serie,pct_intermediario_2026,TRUE
base_analitica_final_escola_serie,pct_adequado_2026,TRUE
base_analitica_final_escola_serie,delta_participacao,TRUE
base_analitica_final_escola_serie,delta_proficiencia,TRUE
base_analitica_final_escola_serie,delta_pct_defasagem,TRUE
base_analitica_final_escola_serie,delta_pct_intermediario,TRUE
base_analitica_final_escola_serie,delta_pct_adequado,TRUE
base_analitica_final_escola_serie,variacao_relativa_previstos,TRUE
base_analitica_final_escola_serie,variacao_relativa_avaliados,TRUE
base_analitica_final_escola_serie,aumento_participacao_10pp,TRUE
base_analitica_final_escola_serie,queda_participacao_10pp,TRUE
base_analitica_final_escola_serie,mudanca_previstos_20pct,TRUE
base_analitica_final_escola_serie,observacao_composicao,TRUE
base_analitica_final_escola_serie,grupo_administrativo_2024_final,TRUE
base_analitica_final_escola_serie,tipo_vinculo_rede_final,TRUE
base_analitica_final_escola_serie,status_rede_2025_final,TRUE
base_analitica_final_escola_serie,quartil_porte_anos_iniciais,TRUE
base_analitica_final_escola_serie,quartil_infraestrutura_escola,TRUE
base_analitica_final_escola_serie,pertence_universo_avaliativo_2025,TRUE
base_analitica_final_escola_serie,pertence_universo_avaliativo_2026,TRUE
base_analitica_final_escola_serie,elegivel_assessoramento_2025,TRUE
base_analitica_final_escola_serie,elegivel_assessoramento_2026,TRUE
base_analitica_final_escola_serie,recebe_assessoramento_2025,TRUE
base_analitica_final_escola_serie,recebe_assessoramento_2026,TRUE
base_analitica_final_escola_serie,exposicao_programa_binaria_2025,TRUE
base_analitica_final_escola_serie,exposicao_programa_binaria_2026,TRUE
base_analitica_final_escola_serie,assessora_gerencial_2025,TRUE
base_analitica_final_escola_serie,assessora_gerencial_2026,TRUE
base_analitica_final_escola_serie,status_carga_operacional_2025,TRUE
base_analitica_final_escola_serie,status_carga_operacional_2026,TRUE
base_analitica_final_escola_serie,grupo_exposicao_2025,TRUE
base_analitica_final_escola_serie,grupo_exposicao_2026,TRUE
base_analitica_final_escola_serie,incluir_diagnostico_avaliativo_ampliado_2025,TRUE
base_analitica_final_escola_serie,incluir_diagnostico_avaliativo_ampliado_2026,TRUE
base_analitica_final_escola_serie,incluir_resultados_rede_assessorada_2025,TRUE
base_analitica_final_escola_serie,incluir_resultados_rede_assessorada_2026,TRUE
base_analitica_final_escola_serie,incluir_indice_carga_2025,TRUE
base_analitica_final_escola_serie,incluir_indice_carga_2026,TRUE
base_analitica_final_escola_serie,incluir_nao_exposto_descritivo_2025,TRUE
base_analitica_final_escola_serie,incluir_nao_exposto_descritivo_2026,TRUE
base_analitica_final_escola_serie,status_homologacao_2025,TRUE
base_analitica_final_escola_serie,status_homologacao_2026,TRUE
base_analitica_final_escola_serie,versao_regra_2025,TRUE
base_analitica_final_escola_serie,versao_regra_2026,TRUE
base_analitica_final_escola_serie,assessora_vinculo_administrativo,TRUE
